Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL
UFC Fight Night: Taira vs. Park,"August 09, 2025",Middleweight,Andrey Pulyaev,Nick Klein,Draw,"KO/TKO

      

        Kick",2,1:31,http://ufcstats.com/event-details/f2c934689243fe4e
UFC Fight Night: Taira vs. Park,"August 09, 2025",Featherweight,Austin Bashi,John Yannis,Draw,"SUB

      

        Rear Naked Choke",1,3:39,http://ufcstats.com/event-details/f2c934689243fe4e
UFC Fight Night: Taira vs. Park,"August 09, 2025",Flyweight,Rafael Estevam,Felipe Bunes,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e
UFC Fight Night: Taira vs. Park,"August 09, 2025",Women's Strawweight,Piera Rodriguez,Ketlen Souza,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Middleweight,Reinier de Ridder,Robert Whittaker,Draw,S-DEC,5,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Bantamweight,Petr Yan,Marcus McGhee,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Middleweight,Shara Magomedov,Marc-Andre Barriault,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Flyweight,Asu Almabayev,Jose Ochoa,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Light Heavyweight,Bogdan Guskov,Nikita Krylov,Draw,"KO/TKO

      

        Punches",1,4:18,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Bantamweight,Bryce Mitchell,Said Nurmagomedov,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Welterweight,Muslim Salikhov,Carlos Leal,Draw,"KO/TKO

      

        Punch",1,0:42,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Bantamweight,Davey Grant,Da'Mon Blackshear,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Women's Strawweight,Tabatha Ricci,Amanda Ribas,Draw,"KO/TKO

      

        Elbow",2,2:59,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Light Heavyweight,Billy Elekana,Ibo Aslan,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Featherweight,Steven Nguyen,Mohammad Yahya,Draw,KO/TKO,2,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Heavyweight,Martin Buday,Marcus Buchecha,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Lightweight,Max Holloway,Dustin Poirier,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Paulo Costa,Roman Kopylov,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Welterweight,Daniel Rodriguez,Kevin Holland,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Featherweight,Patricio Freire,Dan Ige,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Lightweight,Michael Johnson,Daniel Zellhuber,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Bantamweight,Vinicius Oliveira,Kyler Phillips,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Brendan Allen,Marvin Vettori,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Welterweight,Nikolay Veretennikov,Francisco Prado,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Ateba Gautier,Robert Valentin,Draw,"KO/TKO

      

        Punch",1,1:10,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Welterweight,Islam Dulatov,Adam Fugitt,Draw,"KO/TKO

      

        Punch",1,4:06,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Light Heavyweight,Jimmy Crute,Marcin Prachnio,Draw,"SUB

      

        Armbar",1,4:42,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Heavyweight,Ryan Spann,Lukasz Brzeski,Draw,"SUB

      

        Guillotine Choke",1,2:47,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Brunno Ferreira,Jackson McVey,Draw,"SUB

      

        Armbar",1,3:35,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Women's Flyweight,Carli Judice,Nicolle Caliari,Draw,"KO/TKO

      

        Knee",3,1:30,http://ufcstats.com/event-details/b8e2f10efb6eca85
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Heavyweight,Derrick Lewis,Tallison Teixeira,Draw,"KO/TKO

      

        Punches",1,0:35,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Welterweight,Gabriel Bonfim,Stephen Thompson,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Featherweight,Steve Garcia,Calvin Kattar,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Featherweight,Morgan Charriere,Nate Landwehr,Draw,"KO/TKO

      

        Punch",3,0:27,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Heavyweight,Vitor Petrino,Austen Lane,Draw,"SUB

      

        Rear Naked Choke",1,4:16,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Light Heavyweight,Tuco Tokkos,Junior Tafa,Draw,"SUB

      

        Arm Triangle",2,4:25,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Welterweight,Chris Curtis,Max Griffin,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Welterweight,Jake Matthews,Chidi Njokuani,Draw,"SUB

      

        Rear Naked Choke",1,1:09,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Women's Flyweight,Eduarda Moura,Lauren Murphy,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Heavyweight,Valter Walker,Kennedy Nzechukwu,Draw,"SUB

      

        Heel Hook",1,0:54,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Lightweight,Mike Davis,Mitch Ramirez,Draw,"KO/TKO

      

        Punches",2,4:08,http://ufcstats.com/event-details/7b03d9df5910917d
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Women's Strawweight,Fatima Kline,Melissa Martinez,Draw,"KO/TKO

      

        Kick",3,2:36,http://ufcstats.com/event-details/7b03d9df5910917d
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Lightweight,Ilia Topuria,Charles Oliveira,Draw,"KO/TKO

      

        Punch",1,2:27,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Flyweight,Alexandre Pantoja,Kai Kara-France,Draw,"SUB

      

        Rear Naked Choke",3,1:55,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Flyweight,Joshua Van,Brandon Royval,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Lightweight,Beneil Dariush,Renato Moicano,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Bantamweight,Payton Talbott,Felipe Lima,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Middleweight,Gregory Rodrigues,Jack Hermansson,Draw,"KO/TKO

      

        Punch",1,4:21,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Featherweight,Jose Delgado,Hyder Amil,Draw,"KO/TKO

      

        Knee",1,0:26,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Women's Flyweight,Tracy Cortez,Viviane Araujo,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Lightweight,Terrance McKinney,Viacheslav Borshchev,Draw,"SUB

      

        Guillotine Choke",1,0:55,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Welterweight,Jacobe Smith,Niko Price,Draw,"SUB

      

        Rear Naked Choke",2,4:03,http://ufcstats.com/event-details/66766984842c13dc
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Heavyweight,Jhonata Diniz,Alvin Hines,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/66766984842c13dc
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Light Heavyweight,Khalil Rountree Jr.,Jamahal Hill,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Lightweight,Rafael Fiziev,Ignacio Bahamondes,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Heavyweight,Curtis Blaydes,Rizvan Kuniev,Draw,S-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Catch Weight,Myktybek Orolbai,Tofiq Musayev,Draw,"SUB

      

        Kimura",1,4:35,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Lightweight,Nazim Sadykhov,Nikolas Motta,Draw,"KO/TKO

      

        Punches",2,4:17,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Featherweight,Muhammad Naimov,Bogdan Grad,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Welterweight,Seokhyeon Ko,Oban Elliott,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Middleweight,JunYong Park,Ismail Naurdiev,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Women's Bantamweight,Daria Zhelezniakova,Melissa Mullins,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Women's Bantamweight,Klaudia Sygula,Irina Alekseeva,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Flyweight,Tagir Ulanbekov,Azat Maksum,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Heavyweight,Mohammed Usman,Hamdy Abdelwahab,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/400c7b43c86d27d3
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Welterweight,Kamaru Usman,Joaquin Buckley,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Women's Flyweight,Rose Namajunas,Miranda Maverick,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Middleweight,Edmen Shahbazyan,Andre Petroski,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Bantamweight,Raoni Barcelos,Cody Garbrandt,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Middleweight,Mansur Abdul-Malik,Cody Brundage,Draw,Overturned,3,0:36,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Light Heavyweight,Alonzo Menifield,Oumar Sy,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Light Heavyweight,Paul Craig,Rodolfo Bellato,Draw,CNC,1,4:59,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Welterweight,Michael Chiesa,Court McGee,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Bantamweight,Malcolm Wellmaker,Kris Moutinho,Draw,"KO/TKO

      

        Punch",1,2:37,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Flyweight,Jose Ochoa,Cody Durden,Draw,"KO/TKO

      

        Punch",2,0:11,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Bantamweight,Ricky Simon,Cameron Smotherman,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Welterweight,Phil Rowe,Ange Loosa,Draw,"KO/TKO

      

        Punches",3,4:03,http://ufcstats.com/event-details/de277a4abcfeea46
UFC Fight Night: Usman vs. Buckley,"June 21, 2025",Women's Flyweight,Jamey-Lyn Horth,Vanessa Demopoulos,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/de277a4abcfeea46
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Bantamweight,Merab Dvalishvili,Sean O'Malley,Draw,"SUB

      

        Guillotine Choke",3,4:42,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Women's Bantamweight,Kayla Harrison,Julianna Pena,Draw,"SUB

      

        Kimura",2,4:55,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Middleweight,Joe Pyfer,Kelvin Gastelum,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Bantamweight,Mario Bautista,Patchy Mix,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Welterweight,Kevin Holland,Vicente Luque,Draw,"SUB

      

        Anaconda Choke",2,1:03,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Flyweight,Joshua Van,Bruno Silva,Draw,"KO/TKO

      

        Punches",3,4:01,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Light Heavyweight,Azamat Murzakanov,Brendson Ribeiro,Draw,"KO/TKO

      

        Punches",1,3:25,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Heavyweight,Waldo Cortes-Acosta,Serghei Spivac,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Welterweight,Andreas Gustafsson,Khaos Williams,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Women's Flyweight,Wang Cong,Ariane da Silva,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Featherweight,JooSang Yoo,Jeka Saragih,Draw,"KO/TKO

      

        Punch",1,0:28,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Lightweight,Quillan Salkilld,Yanal Ashmouz,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC 316: Dvalishvili vs. O'Malley 2,"June 14, 2025",Lightweight,MarQuel Mederos,Mark Choinski,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/18c49685296c60e6
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Lightweight,Mateusz Gamrot,Ludovit Klein,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Welterweight,Ramiz Brahimaj,Billy Ray Goff,Draw,"SUB

      

        Guillotine Choke",1,3:16,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Light Heavyweight,Dustin Jacoby,Bruno Lopes,Draw,"KO/TKO

      

        Punch",1,1:50,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Women's Featherweight,Ketlen Vieira,Macy Chiasson,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Middleweight,Zachary Reese,Dusko Todorovic,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Flyweight,Allan Nascimento,Jafel Filho,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Lightweight,Jordan Leavitt,Kurt Holobaugh,Draw,"SUB

      

        Anaconda Choke",1,1:39,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Lightweight,Bolaji Oki,Michael Aswell Jr.,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Blanchfield vs. Barber,"June 07, 2025",Women's Strawweight,Alice Ardelean,Rayanne dos Santos,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/2a898bf9fb7710b3
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Welterweight,Michael Morales,Gilbert Burns,Draw,"KO/TKO

      

        Punches",1,3:39,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Lightweight,Mairon Santos,Sodiq Yusuff,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Middleweight,Nursulton Ruziboev,Dustin Stoltzfus,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Featherweight,Melquizael Costa,Julian Erosa,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Lightweight,Gabe Green,Matheus Camilo,Draw,"SUB

      

        Rear Naked Choke",2,3:43,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Lightweight,Jared Gordon,Thiago Moises,Draw,"KO/TKO

      

        Punch",1,3:37,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Featherweight,Yadier del Valle,Connor Matthews,Draw,"SUB

      

        Rear Naked Choke",1,2:54,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Women's Bantamweight,Luana Santos,Tainara Lisboa,Draw,"SUB

      

        Keylock",2,4:59,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Women's Strawweight,Denise Gomes,Elise Reed,Draw,"KO/TKO

      

        Punches",2,0:30,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Flyweight,HyunSung Park,Carlos Hernandez,Draw,"SUB

      

        Rear Naked Choke",1,2:26,http://ufcstats.com/event-details/8ad022dd81224f61
UFC Fight Night: Burns vs. Morales,"May 31, 2025",Women's Strawweight,Tecia Pennington,Luana Pinheiro,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/8ad022dd81224f61
UFC 315: Muhammad vs. Della Maddalena,"May 17, 2025",Welterweight,Jack Della Maddalena,Belal Muhammad,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/118463dd8db16e7f
UFC 315: Muhammad vs. Della Maddalena,"May 17, 2025",Women's Flyweight,Valentina Shevchenko,Manon Fiorot,Draw,U-DEC,5,5:00,http://ufcstats.com/event-details/118463dd8db16e7f
UFC 315: Muhammad vs. Della Maddalena,"May 17, 2025",Featherweight,Aiemann Zahabi,Jose Aldo,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/118463dd8db16e7f
UFC 315: Muhammad vs. Della Maddalena,"May 17, 2025",Women's Flyweight,Natalia Silva,Alexa Grasso,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/118463dd8db16e7f
UFC 315: Muhammad vs. Della Maddalena,"May 17, 2025",Lightweight,Benoit Saint Denis,Kyle Prepolec,Draw,"SUB

      

        Arm Triangle",2,2:35,http://ufcstats.com/event-details/118463dd8db16e7f
UFC 315: Muhammad vs. Della Maddalena,"May 17, 2025",Welterweight,Mike Malott,Charles Radtke,Draw,"KO/TKO

      

        Punch",2,0:26,http://ufcstats.com/event-details/118463dd8db16e7f
