Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method
UFC 202: Diaz vs. McGregor 2,"August 27, 2016",Welterweight,Colby Covington,Max Griffin,Colby Covington,KO/TKOPunches,3,2:18,http://ufcstats.com/fight-details/0294253e4a5b4725,http://ufcstats.com/event-details/5da4e8dc02e50ac0,KO
UFC 202: Diaz vs. McGregor 2,"August 27, 2016",Middleweight,Marvin Vettori,Alberto Uda,Marvin Vettori,SUBGuillotine Choke,1,4:30,http://ufcstats.com/fight-details/41eb39f532e148d9,http://ufcstats.com/event-details/5da4e8dc02e50ac0,SUB
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Featherweight,Yair Rodriguez,Alex Caceres,Yair Rodriguez,S-DEC,5,5:00,http://ufcstats.com/fight-details/570f3407722cc512,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Featherweight,Dennis Bermudez,Rony Jason,Dennis Bermudez,U-DEC,3,5:00,http://ufcstats.com/fight-details/0344687c9852b1d2,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Middleweight,Thales Leites,Chris Camozzi,Thales Leites,SUBRear Naked Choke,3,2:58,http://ufcstats.com/fight-details/78410b48feaba213,http://ufcstats.com/event-details/232c582f29f8f65e,SUB
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Welterweight,Santiago Ponzinibbio,Zak Cummings,Santiago Ponzinibbio,U-DEC,3,5:00,http://ufcstats.com/fight-details/787d94246afe18a3,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Middleweight,Trevor Smith,Joseph Gigliotti,Trevor Smith,U-DEC,3,5:00,http://ufcstats.com/fight-details/e35d878ba90d9769,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Women's Strawweight,Maryna Moroz,Danielle Taylor,Maryna Moroz,S-DEC,3,5:00,http://ufcstats.com/fight-details/58c73a9562adcfe5,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Welterweight,Court McGee,Dominique Steele,Court McGee,U-DEC,3,5:00,http://ufcstats.com/fight-details/4a46b63c19cfa932,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Heavyweight,Marcin Tybura,Viktor Pesta,Marcin Tybura,KO/TKOKick,2,0:53,http://ufcstats.com/fight-details/3fe9e895b2a45049,http://ufcstats.com/event-details/232c582f29f8f65e,KO
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Lightweight,David Teymur,Jason Novelli,David Teymur,KO/TKOPunches,2,1:25,http://ufcstats.com/fight-details/cb76509b5c2f2a90,http://ufcstats.com/event-details/232c582f29f8f65e,KO
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Featherweight,Teruto Ishihara,Horacio Gutierrez,Teruto Ishihara,KO/TKOPunches,1,2:32,http://ufcstats.com/fight-details/34644c44229e41a1,http://ufcstats.com/event-details/232c582f29f8f65e,KO
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Featherweight,Cub Swanson,Tatsuya Kawajiri,Cub Swanson,U-DEC,3,5:00,http://ufcstats.com/fight-details/537c77f3b75a75ae,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC Fight Night: Rodriguez vs. Caceres,"August 20, 2016",Heavyweight,Justin Ledet,Chase Sherman,Justin Ledet,U-DEC,3,5:00,http://ufcstats.com/fight-details/02f4277726712796,http://ufcstats.com/event-details/232c582f29f8f65e,DEC
UFC 201: Lawler vs. Woodley,"August 06, 2016",Welterweight,Tyron Woodley,Robbie Lawler,Tyron Woodley,KO/TKOPunch,1,2:12,http://ufcstats.com/fight-details/c67e5fec8e1876f0,http://ufcstats.com/event-details/72cbe507644a587c,KO
UFC 201: Lawler vs. Woodley,"August 06, 2016",Women's Strawweight,Karolina Kowalkiewicz,Rose Namajunas,Karolina Kowalkiewicz,S-DEC,3,5:00,http://ufcstats.com/fight-details/7f3763caa99a3486,http://ufcstats.com/event-details/72cbe507644a587c,DEC
UFC 201: Lawler vs. Woodley,"August 06, 2016",Welterweight,Jake Ellenberger,Matt Brown,Jake Ellenberger,KO/TKOKick,1,1:46,http://ufcstats.com/fight-details/82d057278298846f,http://ufcstats.com/event-details/72cbe507644a587c,KO
UFC 201: Lawler vs. Woodley,"August 06, 2016",Bantamweight,Erik Perez,Francisco Rivera,Erik Perez,U-DEC,3,5:00,http://ufcstats.com/fight-details/3cf1d67a20ae1c18,http://ufcstats.com/event-details/72cbe507644a587c,DEC
UFC 201: Lawler vs. Woodley,"August 06, 2016",Flyweight,Ryan Benoit,Fredy Serrano,Ryan Benoit,S-DEC,3,5:00,http://ufcstats.com/fight-details/c8f946610906bffe,http://ufcstats.com/event-details/72cbe507644a587c,DEC
UFC 201: Lawler vs. Woodley,"August 06, 2016",Light Heavyweight,Nikita Krylov,Ed Herman,Nikita Krylov,KO/TKOKick,2,0:40,http://ufcstats.com/fight-details/ae6fb7829db7ecc7,http://ufcstats.com/event-details/72cbe507644a587c,KO
UFC 201: Lawler vs. Woodley,"August 06, 2016",Welterweight,Jorge Masvidal,Ross Pearson,Jorge Masvidal,U-DEC,3,5:00,http://ufcstats.com/fight-details/806ee07a1a7042b8,http://ufcstats.com/event-details/72cbe507644a587c,DEC
UFC 201: Lawler vs. Woodley,"August 06, 2016",Heavyweight,Anthony Hamilton,Damian Grabowski,Anthony Hamilton,KO/TKOPunches,1,0:14,http://ufcstats.com/fight-details/8495283a56311b4d,http://ufcstats.com/event-details/72cbe507644a587c,KO
UFC 201: Lawler vs. Woodley,"August 06, 2016",Flyweight,Wilson Reis,Hector Sandoval,Wilson Reis,SUBRear Naked Choke,1,1:49,http://ufcstats.com/fight-details/8b61a3acdfb007d9,http://ufcstats.com/event-details/72cbe507644a587c,SUB
UFC 201: Lawler vs. Woodley,"August 06, 2016",Lightweight,Damien Brown,Cesar Arzamendia,Damien Brown,KO/TKOPunches,1,2:27,http://ufcstats.com/fight-details/09c092dc766fa3f9,http://ufcstats.com/event-details/72cbe507644a587c,KO
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Women's Bantamweight,Valentina Shevchenko,Holly Holm,Valentina Shevchenko,U-DEC,5,5:00,http://ufcstats.com/fight-details/9e90800495c1d607,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Lightweight,Edson Barboza,Gilbert Melendez,Edson Barboza,U-DEC,3,5:00,http://ufcstats.com/fight-details/b1dee00c3052e65e,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Heavyweight,Francis Ngannou,Bojan Mihajlovic,Francis Ngannou,KO/TKOPunches,1,1:34,http://ufcstats.com/fight-details/9d2f46b677246e41,http://ufcstats.com/event-details/8a028648f3f0761d,KO
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Women's Strawweight,Felice Herrig,Kailin Curran,Felice Herrig,SUBRear Naked Choke,1,1:59,http://ufcstats.com/fight-details/5a09a7a3f2792d1a,http://ufcstats.com/event-details/8a028648f3f0761d,SUB
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Bantamweight,Eddie Wineland,Frankie Saenz,Eddie Wineland,KO/TKOPunches,3,1:54,http://ufcstats.com/fight-details/8167500af262bba5,http://ufcstats.com/event-details/8a028648f3f0761d,KO
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Featherweight,Darren Elkins,Godofredo Pepey,Darren Elkins,U-DEC,3,5:00,http://ufcstats.com/fight-details/1eb0491642f276ed,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Welterweight,Kamaru Usman,Alexander Yakovlev,Kamaru Usman,U-DEC,3,5:00,http://ufcstats.com/fight-details/e09d17f97d6fc6b8,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Lightweight,Michel Prazeres,JC Cottrell,Michel Prazeres,U-DEC,3,5:00,http://ufcstats.com/fight-details/adb86e0206cba97d,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Welterweight,Alex Oliveira,James Moontasri,Alex Oliveira,U-DEC,3,5:00,http://ufcstats.com/fight-details/3aace29fcc65ec51,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Featherweight,Jason Knight,Jim Alers,Jason Knight,S-DEC,3,5:00,http://ufcstats.com/fight-details/435c93cb89016fd1,http://ufcstats.com/event-details/8a028648f3f0761d,DEC
UFC on FOX: Holm vs. Shevchenko,"July 30, 2016",Heavyweight,Luis Henrique,Dmitrii Smoliakov,Luis Henrique,SUBRear Naked Choke,2,3:58,http://ufcstats.com/fight-details/43fbc59edc7dfa9f,http://ufcstats.com/event-details/8a028648f3f0761d,SUB
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Bantamweight,John Lineker,Michael McDonald,John Lineker,KO/TKOPunch,1,2:43,http://ufcstats.com/fight-details/08c6b88ac22717ed,http://ufcstats.com/event-details/5e7a28f20927d64a,KO
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Lightweight,Tony Ferguson,Lando Vannata,Tony Ferguson,SUBD'Arce Choke,2,2:22,http://ufcstats.com/fight-details/824fb74f5fc34218,http://ufcstats.com/event-details/5e7a28f20927d64a,SUB
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Middleweight,Tim Boetsch,Josh Samman,Tim Boetsch,KO/TKOPunches,2,3:49,http://ufcstats.com/fight-details/0f73ee9121ec7539,http://ufcstats.com/event-details/5e7a28f20927d64a,KO
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Heavyweight,Daniel Omielanczuk,Aleksei Oleinik,Daniel Omielanczuk,M-DEC,3,5:00,http://ufcstats.com/fight-details/0fed8d8499eae01a,http://ufcstats.com/event-details/5e7a28f20927d64a,DEC
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Welterweight,Keita Nakamura,Kyle Noke,Keita Nakamura,SUBRear Naked Choke,2,4:59,http://ufcstats.com/fight-details/bb0770ead53940f5,http://ufcstats.com/event-details/5e7a28f20927d64a,SUB
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Flyweight,Louis Smolka,Ben Nguyen,Louis Smolka,KO/TKOElbows,2,4:41,http://ufcstats.com/fight-details/a2fe63d064567d14,http://ufcstats.com/event-details/5e7a28f20927d64a,KO
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Women's Bantamweight,Katlyn Cerminara,Lauren Murphy,Katlyn Cerminara,U-DEC,3,5:00,http://ufcstats.com/fight-details/ee46c069ebe691ff,http://ufcstats.com/event-details/5e7a28f20927d64a,DEC
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Middleweight,Sam Alvey,Eric Spicely,Sam Alvey,SUBGuillotine Choke,1,2:43,http://ufcstats.com/fight-details/2ef96a4eb306fbb4,http://ufcstats.com/event-details/5e7a28f20927d64a,SUB
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Women's Strawweight,Cortney Casey,Cristina Stanciu,Cortney Casey,KO/TKOElbows,1,2:36,http://ufcstats.com/fight-details/2d205cc1da2e7930,http://ufcstats.com/event-details/5e7a28f20927d64a,KO
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Lightweight,Scott Holtzman,Cody Pfister,Scott Holtzman,U-DEC,3,5:00,http://ufcstats.com/fight-details/5b6451f3f83c719c,http://ufcstats.com/event-details/5e7a28f20927d64a,DEC
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Bantamweight,Rani Yahya,Matthew Lopez,Rani Yahya,SUBArm Triangle,3,4:19,http://ufcstats.com/fight-details/df661c70c40adf84,http://ufcstats.com/event-details/5e7a28f20927d64a,SUB
UFC Fight Night: McDonald vs. Lineker,"July 23, 2016",Middleweight,Alex Nicholson,Devin Clark,Alex Nicholson,KO/TKOPunch,1,4:57,http://ufcstats.com/fight-details/0864112e968630ea,http://ufcstats.com/event-details/5e7a28f20927d64a,KO
UFC 200: Tate vs Nunes,"July 13, 2016",Women's Bantamweight,Amanda Nunes,Miesha Tate,Amanda Nunes,SUBRear Naked Choke,1,3:16,http://ufcstats.com/fight-details/135760b07e1fb79b,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,SUB
UFC 200: Tate vs Nunes,"July 13, 2016",Light Heavyweight,Daniel Cormier,Anderson Silva,Daniel Cormier,U-DEC,3,5:00,http://ufcstats.com/fight-details/424221c96ee13ceb,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,DEC
UFC 200: Tate vs Nunes,"July 13, 2016",Featherweight,Jose Aldo,Frankie Edgar,Jose Aldo,U-DEC,5,5:00,http://ufcstats.com/fight-details/84c5035830ebb421,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,DEC
UFC 200: Tate vs Nunes,"July 13, 2016",Heavyweight,Cain Velasquez,Travis Browne,Cain Velasquez,KO/TKOPunches,1,4:57,http://ufcstats.com/fight-details/1a66e67add5d55ef,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,KO
UFC 200: Tate vs Nunes,"July 13, 2016",Women's Bantamweight,Julianna Pena,Cat Zingano,Julianna Pena,U-DEC,3,5:00,http://ufcstats.com/fight-details/96c93167c982c467,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,DEC
UFC 200: Tate vs Nunes,"July 13, 2016",Welterweight,Kelvin Gastelum,Johny Hendricks,Kelvin Gastelum,U-DEC,3,5:00,http://ufcstats.com/fight-details/8c2e4d3cc4b9e93a,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,DEC
UFC 200: Tate vs Nunes,"July 13, 2016",Bantamweight,TJ Dillashaw,Raphael Assuncao,TJ Dillashaw,U-DEC,3,5:00,http://ufcstats.com/fight-details/c1f74805a4ff9396,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,DEC
UFC 200: Tate vs Nunes,"July 13, 2016",Lightweight,Sage Northcutt,Enrique Marin,Sage Northcutt,U-DEC,3,5:00,http://ufcstats.com/fight-details/d1aaef0d7f0c8e8b,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,DEC
UFC 200: Tate vs Nunes,"July 13, 2016",Lightweight,Joe Lauzon,Diego Sanchez,Joe Lauzon,KO/TKOPunches,1,1:26,http://ufcstats.com/fight-details/9d7a798f0c20c04a,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,KO
UFC 200: Tate vs Nunes,"July 13, 2016",Middleweight,Gegard Mousasi,Thiago Santos,Gegard Mousasi,KO/TKOPunch,1,4:32,http://ufcstats.com/fight-details/7679c5ee3514e119,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,KO
UFC 200: Tate vs Nunes,"July 13, 2016",Lightweight,Jim Miller,Takanori Gomi,Jim Miller,KO/TKOPunches,1,2:18,http://ufcstats.com/fight-details/433e3fd8782b6e0e,http://ufcstats.com/event-details/aa5b4eff51bdc7d1,KO
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Women's Strawweight,Joanna Jedrzejczyk,Claudia Gadelha,Joanna Jedrzejczyk,U-DEC,5,5:00,http://ufcstats.com/fight-details/6ab9d2d334f613c8,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Light Heavyweight,Andrew Sanchez,Khalil Rountree Jr.,Andrew Sanchez,U-DEC,3,5:00,http://ufcstats.com/fight-details/9fc85aef42733a16,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Women's Strawweight,Tatiana Suarez,Amanda Cooper,Tatiana Suarez,SUBD'Arce Choke,1,3:43,http://ufcstats.com/fight-details/f8b9b5ee3d4a8ac3,http://ufcstats.com/event-details/cd42bbe8887bba90,SUB
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Lightweight,Will Brooks,Ross Pearson,Will Brooks,U-DEC,3,5:00,http://ufcstats.com/fight-details/1299f04f429bcc0e,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Featherweight,Dooho Choi,Thiago Tavares,Dooho Choi,KO/TKOPunch,1,2:42,http://ufcstats.com/fight-details/febbd4eb209b4579,http://ufcstats.com/event-details/cd42bbe8887bba90,KO
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Lightweight,Joaquim Silva,Andrew Holbrook,Joaquim Silva,KO/TKOPunch,1,0:34,http://ufcstats.com/fight-details/6c4b3cca92fcb9c7,http://ufcstats.com/event-details/cd42bbe8887bba90,KO
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Featherweight,Gray Maynard,Fernando Bruno,Gray Maynard,U-DEC,3,5:00,http://ufcstats.com/fight-details/36388dce4a8cc18f,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Flyweight,Matheus Nicolau,John Moraga,Matheus Nicolau,S-DEC,3,5:00,http://ufcstats.com/fight-details/9275134accfb1adc,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Light Heavyweight,Josh Stansbury,Cory Hendricks,Josh Stansbury,M-DEC,3,5:00,http://ufcstats.com/fight-details/f990e8b2a08053db,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Middleweight,Cezar Ferreira,Anthony Smith,Cezar Ferreira,U-DEC,3,5:00,http://ufcstats.com/fight-details/0c703bf17c04fee4,http://ufcstats.com/event-details/cd42bbe8887bba90,DEC
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Lightweight,Kevin Lee,Jake Matthews,Kevin Lee,KO/TKOPunches,1,4:06,http://ufcstats.com/fight-details/b319a24919106555,http://ufcstats.com/event-details/cd42bbe8887bba90,KO
The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"July 09, 2016",Welterweight,Li Jingliang,Anton Zafir,Li Jingliang,KO/TKOPunches,1,2:46,http://ufcstats.com/fight-details/b3b5bd50fa34342c,http://ufcstats.com/event-details/cd42bbe8887bba90,KO
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Lightweight,Eddie Alvarez,Rafael Dos Anjos,Eddie Alvarez,KO/TKOPunches,1,3:49,http://ufcstats.com/fight-details/bb9020ac324fb706,http://ufcstats.com/event-details/45a2ba3ef82b9700,KO
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Heavyweight,Derrick Lewis,Roy Nelson,Derrick Lewis,S-DEC,3,5:00,http://ufcstats.com/fight-details/9a984ea967886979,http://ufcstats.com/event-details/45a2ba3ef82b9700,DEC
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Welterweight,Alan Jouban,Belal Muhammad,Alan Jouban,U-DEC,3,5:00,http://ufcstats.com/fight-details/420f4e4dc341eb57,http://ufcstats.com/event-details/45a2ba3ef82b9700,DEC
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Lightweight,Joe Duffy,Mitch Clarke,Joe Duffy,SUBRear Naked Choke,1,0:25,http://ufcstats.com/fight-details/d39010c3511fb972,http://ufcstats.com/event-details/45a2ba3ef82b9700,SUB
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Welterweight,Alberto Mina,Mike Pyle,Alberto Mina,KO/TKOFlying Knee,2,1:17,http://ufcstats.com/fight-details/d18b33bdd37f4683,http://ufcstats.com/event-details/45a2ba3ef82b9700,KO
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Lightweight,John Makdessi,Mehdi Baghdad,John Makdessi,S-DEC,3,5:00,http://ufcstats.com/fight-details/5e13fbe15c887a33,http://ufcstats.com/event-details/45a2ba3ef82b9700,DEC
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Bantamweight,Anthony Birchak,Dileno Lopes,Anthony Birchak,S-DEC,3,5:00,http://ufcstats.com/fight-details/95a0d706e1f4cfa2,http://ufcstats.com/event-details/45a2ba3ef82b9700,DEC
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Bantamweight,Pedro Munhoz,Russell Doane,Pedro Munhoz,SUBGuillotine Choke,1,2:08,http://ufcstats.com/fight-details/a815119606930378,http://ufcstats.com/event-details/45a2ba3ef82b9700,SUB
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Bantamweight,Felipe Arantes,Jerrod Sanders,Felipe Arantes,SUBArmbar,2,1:39,http://ufcstats.com/fight-details/509519d82e906c0f,http://ufcstats.com/event-details/45a2ba3ef82b9700,SUB
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Lightweight,Gilbert Burns,Lukasz Sajewski,Gilbert Burns,SUBArmbar,1,4:57,http://ufcstats.com/fight-details/e71a155192ff2f6c,http://ufcstats.com/event-details/45a2ba3ef82b9700,SUB
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Bantamweight,Marco Beltran,Reginaldo Vieira,Marco Beltran,SUBRear Naked Choke,2,3:04,http://ufcstats.com/fight-details/5cf03fdfe557803f,http://ufcstats.com/event-details/45a2ba3ef82b9700,SUB
UFC Fight Night: Dos Anjos vs. Alvarez,"July 08, 2016",Welterweight,Vicente Luque,Alvaro Herrera Mendoza,Vicente Luque,SUBD'Arce Choke,2,3:52,http://ufcstats.com/fight-details/caf3ca7fc0195412,http://ufcstats.com/event-details/45a2ba3ef82b9700,SUB
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Welterweight,Stephen Thompson,Rory MacDonald,Stephen Thompson,U-DEC,5,5:00,http://ufcstats.com/fight-details/75e21e2f5f3be42e,http://ufcstats.com/event-details/563d051c9e769b24,DEC
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Welterweight,Donald Cerrone,Patrick Cote,Donald Cerrone,KO/TKOPunches,3,2:35,http://ufcstats.com/fight-details/4b8c8ae61251ff83,http://ufcstats.com/event-details/563d051c9e769b24,KO
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Light Heavyweight,Steve Bosse,Sean O'Connell,Steve Bosse,U-DEC,3,5:00,http://ufcstats.com/fight-details/ad61d042c43451a8,http://ufcstats.com/event-details/563d051c9e769b24,DEC
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Lightweight,Olivier Aubin-Mercier,Thibault Gouti,Olivier Aubin-Mercier,SUBRear Naked Choke,3,2:28,http://ufcstats.com/fight-details/c69c5830064fd591,http://ufcstats.com/event-details/563d051c9e769b24,SUB
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Women's Flyweight,Joanne Wood,Valerie Letourneau,Joanne Wood,KO/TKOKick,3,2:44,http://ufcstats.com/fight-details/fe6da751f2a4859a,http://ufcstats.com/event-details/563d051c9e769b24,KO
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Lightweight,Jason Saggo,Leandro Silva,Jason Saggo,S-DEC,3,5:00,http://ufcstats.com/fight-details/2e11087e1a4f066b,http://ufcstats.com/event-details/563d051c9e769b24,DEC
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Light Heavyweight,Misha Cirkunov,Ion Cutelaba,Misha Cirkunov,SUBArm Triangle,3,1:22,http://ufcstats.com/fight-details/911e151d1907197d,http://ufcstats.com/event-details/563d051c9e769b24,SUB
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Middleweight,Krzysztof Jotko,Tamdan McCrory,Krzysztof Jotko,KO/TKOPunch,1,0:59,http://ufcstats.com/fight-details/68a93f8eb34f3251,http://ufcstats.com/event-details/563d051c9e769b24,KO
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Bantamweight,Joe Soto,Chris Beal,Joe Soto,SUBRear Naked Choke,3,3:39,http://ufcstats.com/fight-details/4cf7792aef993be1,http://ufcstats.com/event-details/563d051c9e769b24,SUB
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Middleweight,Elias Theodorou,Sam Alvey,Elias Theodorou,U-DEC,3,5:00,http://ufcstats.com/fight-details/b2039609019496d9,http://ufcstats.com/event-details/563d051c9e769b24,DEC
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Women's Strawweight,Randa Markos,Jocelyn Jones-Lybarger,Randa Markos,U-DEC,3,5:00,http://ufcstats.com/fight-details/afd53c8033f6ee82,http://ufcstats.com/event-details/563d051c9e769b24,DEC
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Welterweight,Colby Covington,Jonathan Meunier,Colby Covington,SUBRear Naked Choke,3,0:54,http://ufcstats.com/fight-details/315b6e91a0239148,http://ufcstats.com/event-details/563d051c9e769b24,SUB
UFC Fight Night: MacDonald vs Thompson,"July 07, 2016",Flyweight,Ali Bagautinov,Geane Herrera,Ali Bagautinov,U-DEC,3,5:00,http://ufcstats.com/fight-details/f8b32aeb9b628d89,http://ufcstats.com/event-details/563d051c9e769b24,DEC
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Middleweight,Michael Bisping,Luke Rockhold,Michael Bisping,KO/TKOPunch,1,3:36,http://ufcstats.com/fight-details/812ff38f0ed409ca,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Bantamweight,Dominick Cruz,Urijah Faber,Dominick Cruz,U-DEC,5,5:00,http://ufcstats.com/fight-details/9c884cbc3791bf60,http://ufcstats.com/event-details/ff4c3ab594c7fac3,DEC
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Featherweight,Max Holloway,Ricardo Lamas,Max Holloway,U-DEC,3,5:00,http://ufcstats.com/fight-details/345b1bc51f0f5e86,http://ufcstats.com/event-details/ff4c3ab594c7fac3,DEC
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Middleweight,Dan Henderson,Hector Lombard,Dan Henderson,KO/TKOElbow,2,1:27,http://ufcstats.com/fight-details/c33cc8b85b9a202c,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Lightweight,Dustin Poirier,King Green,Dustin Poirier,KO/TKOPunch,1,2:53,http://ufcstats.com/fight-details/e86a77b69d50a834,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Featherweight,Brian Ortega,Clay Guida,Brian Ortega,KO/TKOKnee,3,4:40,http://ufcstats.com/fight-details/db1be0ca226d3a2f,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Lightweight,Beneil Dariush,James Vick,Beneil Dariush,KO/TKOPunch,1,4:16,http://ufcstats.com/fight-details/2c65d5d20cc893e4,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
UFC 199: Rockhold vs. Bisping 2,"June 18, 2016",Women's Strawweight,Jessica Andrade,Jessica Penne,Jessica Andrade,KO/TKOPunches,2,2:56,http://ufcstats.com/fight-details/e06f96f3484ad74a,http://ufcstats.com/event-details/ff4c3ab594c7fac3,KO
