Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Fight URL,Event URL,method
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Featherweight,Lerone Murphy,Aaron Pico,Lerone Murphy,KO/TKOSpinning Back Elbow,1,3:21,http://ufcstats.com/fight-details/9fa6a029f7f8241c,http://ufcstats.com/event-details/421ccfc6ddb17958,KO
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Welterweight,Carlos Prates,Geoff Neal,Carlos Prates,KO/TKOSpinning Back Elbow,1,4:59,http://ufcstats.com/fight-details/42585ce706c086de,http://ufcstats.com/event-details/421ccfc6ddb17958,KO
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Middleweight,Michael Page,Jared Cannonier,Michael Page,U-DEC,3,5:00,http://ufcstats.com/fight-details/9939d7073462e07e,http://ufcstats.com/event-details/421ccfc6ddb17958,DEC
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Flyweight,Tim Elliott,Kai Asakura,Tim Elliott,SUBGuillotine Choke,2,4:39,http://ufcstats.com/fight-details/82338ba457fbe87f,http://ufcstats.com/event-details/421ccfc6ddb17958,SUB
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Middleweight,Baisangur Susurkaev,Eric Nolan,Baisangur Susurkaev,SUBRear Naked Choke,2,2:01,http://ufcstats.com/fight-details/5efd13a12be06706,http://ufcstats.com/event-details/421ccfc6ddb17958,SUB
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Middleweight,Michal Oleksiejczuk,Gerald Meerschaert,Michal Oleksiejczuk,KO/TKOPunches,1,3:03,http://ufcstats.com/fight-details/5b880d10b0ed7acc,http://ufcstats.com/event-details/421ccfc6ddb17958,KO
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Women's Strawweight,Loopy Godinez,Jessica Andrade,Loopy Godinez,U-DEC,3,5:00,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,http://ufcstats.com/event-details/421ccfc6ddb17958,DEC
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Lightweight,Alexander Hernandez,Chase Hooper,Alexander Hernandez,KO/TKOPunch,1,4:58,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,http://ufcstats.com/event-details/421ccfc6ddb17958,KO
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Lightweight,Drakkar Klose,Edson Barboza,Drakkar Klose,U-DEC,3,5:00,http://ufcstats.com/fight-details/bc63f1b2e52f603e,http://ufcstats.com/event-details/421ccfc6ddb17958,DEC
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Women's Flyweight,Karine Silva,Dione Barbosa,Karine Silva,U-DEC,3,5:00,http://ufcstats.com/fight-details/88020d22cf905792,http://ufcstats.com/event-details/421ccfc6ddb17958,DEC
UFC 319: Du Plessis vs. Chimaev,"August 23, 2025",Flyweight,Joseph Morales,Alibi Idiris,Joseph Morales,SUBTriangle Choke,2,3:04,http://ufcstats.com/fight-details/68c423c7119004f3,http://ufcstats.com/event-details/421ccfc6ddb17958,SUB
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Middleweight,Anthony Hernandez,Roman Dolidze,Anthony Hernandez,SUBRear Naked Choke,4,2:45,http://ufcstats.com/fight-details/68fe62bac7fd8bb0,http://ufcstats.com/event-details/6cd3dfc54f01287f,SUB
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Bantamweight,Steve Erceg,Ode Osbourne,Steve Erceg,U-DEC,3,5:00,http://ufcstats.com/fight-details/37d58369782cb86b,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Women's Strawweight,Iasmin Lucindo,Angela Hill,Iasmin Lucindo,U-DEC,3,5:00,http://ufcstats.com/fight-details/646c79a7ecd12e5f,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Featherweight,Andre Fili,Christian Rodriguez,Andre Fili,S-DEC,3,5:00,http://ufcstats.com/fight-details/98d6771af9b0ebe5,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Bantamweight,Jean Matsumoto,Miles Johns,Jean Matsumoto,S-DEC,3,5:00,http://ufcstats.com/fight-details/ed5383b50ffcdded,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Middleweight,Christian Leroy Duncan,Eryk Anders,Christian Leroy Duncan,KO/TKOPunches,1,3:53,http://ufcstats.com/fight-details/75a84211f50c53f5,http://ufcstats.com/event-details/6cd3dfc54f01287f,KO
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Light Heavyweight,Julius Walker,Rafael Cerqueira,Julius Walker,U-DEC,3,5:00,http://ufcstats.com/fight-details/3d6571790c21527c,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Bantamweight,Elijah Smith,Toshiomi Kazama,Elijah Smith,KO/TKOSlam,1,4:10,http://ufcstats.com/fight-details/ae7a8f19743e8154,http://ufcstats.com/event-details/6cd3dfc54f01287f,KO
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Women's Bantamweight,Joselyne Edwards,Priscila Cachoeira,Joselyne Edwards,KO/TKOPunch,1,2:24,http://ufcstats.com/fight-details/aef44145740741b3,http://ufcstats.com/event-details/6cd3dfc54f01287f,KO
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Welterweight,Uros Medic,Gilbert Urbina,Uros Medic,KO/TKOPunch,1,1:03,http://ufcstats.com/fight-details/7d923267c44dd93b,http://ufcstats.com/event-details/6cd3dfc54f01287f,KO
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Women's Flyweight,Gabriella Fernandes,Julija Stoliarenko,Gabriella Fernandes,U-DEC,3,5:00,http://ufcstats.com/fight-details/6ef50ed03b116b60,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Dolidze vs. Hernandez,"August 16, 2025",Light Heavyweight,Eric McConico,Cody Brundage,Eric McConico,S-DEC,3,5:00,http://ufcstats.com/fight-details/857e8facd8ff7c36,http://ufcstats.com/event-details/6cd3dfc54f01287f,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Flyweight,Tatsuro Taira,HyunSung Park,Tatsuro Taira,SUBNeck Crank,2,1:06,http://ufcstats.com/fight-details/282c8c6c1ed82bfb,http://ufcstats.com/event-details/f2c934689243fe4e,SUB
UFC Fight Night: Taira vs. Park,"August 09, 2025",Lightweight,Chris Duncan,Mateusz Rebecki,Chris Duncan,U-DEC,3,5:00,http://ufcstats.com/fight-details/426a69e343822ab3,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Lightweight,Esteban Ribovics,Elves Brener,Esteban Ribovics,U-DEC,3,5:00,http://ufcstats.com/fight-details/878941394f9e3538,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Women's Bantamweight,Karol Rosa,Nora Cornolle,Karol Rosa,U-DEC,3,5:00,http://ufcstats.com/fight-details/c62ed8a6002b5360,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Welterweight,Neil Magny,Elizeu Zaleski dos Santos,Neil Magny,KO/TKOPunches,2,4:39,http://ufcstats.com/fight-details/ac57250e3de89d5d,http://ufcstats.com/event-details/f2c934689243fe4e,KO
UFC Fight Night: Taira vs. Park,"August 09, 2025",Featherweight,Kevin Vallejos,Danny Silva,Kevin Vallejos,U-DEC,3,5:00,http://ufcstats.com/fight-details/111e66eb922449e4,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Bantamweight,Rinya Nakamura,Nathan Fletcher,Rinya Nakamura,KO/TKOKick,1,1:02,http://ufcstats.com/fight-details/eeeffa7f514e0c0e,http://ufcstats.com/event-details/f2c934689243fe4e,KO
UFC Fight Night: Taira vs. Park,"August 09, 2025",Middleweight,Rodolfo Vieira,Tresean Gore,Rodolfo Vieira,U-DEC,3,5:00,http://ufcstats.com/fight-details/45781930d64da456,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Middleweight,Andrey Pulyaev,Nick Klein,Andrey Pulyaev,KO/TKOKick,2,1:31,http://ufcstats.com/fight-details/b3c695728e177fd4,http://ufcstats.com/event-details/f2c934689243fe4e,KO
UFC Fight Night: Taira vs. Park,"August 09, 2025",Featherweight,Austin Bashi,John Yannis,Austin Bashi,SUBRear Naked Choke,1,3:39,http://ufcstats.com/fight-details/07c2af68b6dbc4ec,http://ufcstats.com/event-details/f2c934689243fe4e,SUB
UFC Fight Night: Taira vs. Park,"August 09, 2025",Flyweight,Rafael Estevam,Felipe Bunes,Rafael Estevam,U-DEC,3,5:00,http://ufcstats.com/fight-details/b47db03affb279c3,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Taira vs. Park,"August 09, 2025",Women's Strawweight,Piera Rodriguez,Ketlen Souza,Piera Rodriguez,S-DEC,3,5:00,http://ufcstats.com/fight-details/d98d6b2c13557a87,http://ufcstats.com/event-details/f2c934689243fe4e,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Middleweight,Reinier de Ridder,Robert Whittaker,Reinier de Ridder,S-DEC,5,5:00,http://ufcstats.com/fight-details/6b8be0ee3e569ad2,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Bantamweight,Petr Yan,Marcus McGhee,Petr Yan,U-DEC,3,5:00,http://ufcstats.com/fight-details/d4d4ee045b0ca695,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Middleweight,Shara Magomedov,Marc-Andre Barriault,Shara Magomedov,U-DEC,3,5:00,http://ufcstats.com/fight-details/582d66ce97309e29,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Flyweight,Asu Almabayev,Jose Ochoa,Asu Almabayev,U-DEC,3,5:00,http://ufcstats.com/fight-details/887c61da1a78a5e1,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Light Heavyweight,Bogdan Guskov,Nikita Krylov,Bogdan Guskov,KO/TKOPunches,1,4:18,http://ufcstats.com/fight-details/77f960d82cda0b76,http://ufcstats.com/event-details/28d8638ea0a71908,KO
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Bantamweight,Bryce Mitchell,Said Nurmagomedov,Bryce Mitchell,U-DEC,3,5:00,http://ufcstats.com/fight-details/e72c691b7c68b03a,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Welterweight,Muslim Salikhov,Carlos Leal,Muslim Salikhov,KO/TKOPunch,1,0:42,http://ufcstats.com/fight-details/7c075e3383198e14,http://ufcstats.com/event-details/28d8638ea0a71908,KO
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Bantamweight,Davey Grant,Da'Mon Blackshear,Davey Grant,U-DEC,3,5:00,http://ufcstats.com/fight-details/017a825c7820d12e,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Women's Strawweight,Tabatha Ricci,Amanda Ribas,Tabatha Ricci,KO/TKOElbow,2,2:59,http://ufcstats.com/fight-details/3e6067763978d862,http://ufcstats.com/event-details/28d8638ea0a71908,KO
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Light Heavyweight,Billy Elekana,Ibo Aslan,Billy Elekana,U-DEC,3,5:00,http://ufcstats.com/fight-details/f9dac7702609669f,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Featherweight,Steven Nguyen,Mohammad Yahya,Steven Nguyen,KO/TKO,2,5:00,http://ufcstats.com/fight-details/23ddf51ce630028d,http://ufcstats.com/event-details/28d8638ea0a71908,KO
UFC Fight Night: Whittaker vs. De Ridder,"August 02, 2025",Heavyweight,Martin Buday,Marcus Buchecha,Martin Buday,U-DEC,3,5:00,http://ufcstats.com/fight-details/0a598768f5c8d540,http://ufcstats.com/event-details/28d8638ea0a71908,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Lightweight,Max Holloway,Dustin Poirier,Max Holloway,U-DEC,5,5:00,http://ufcstats.com/fight-details/d7507e2741fd4d05,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Paulo Costa,Roman Kopylov,Paulo Costa,U-DEC,3,5:00,http://ufcstats.com/fight-details/23c963be9de38205,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Welterweight,Daniel Rodriguez,Kevin Holland,Daniel Rodriguez,U-DEC,3,5:00,http://ufcstats.com/fight-details/5dde61734080ac4a,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Featherweight,Patricio Freire,Dan Ige,Patricio Freire,U-DEC,3,5:00,http://ufcstats.com/fight-details/acc961fd5cf5c62e,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Lightweight,Michael Johnson,Daniel Zellhuber,Michael Johnson,U-DEC,3,5:00,http://ufcstats.com/fight-details/a95b03e9b5a91e47,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Bantamweight,Vinicius Oliveira,Kyler Phillips,Vinicius Oliveira,U-DEC,3,5:00,http://ufcstats.com/fight-details/d2cb92fdf6a497e9,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Brendan Allen,Marvin Vettori,Brendan Allen,U-DEC,3,5:00,http://ufcstats.com/fight-details/8e1feda9141602f1,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Welterweight,Nikolay Veretennikov,Francisco Prado,Nikolay Veretennikov,S-DEC,3,5:00,http://ufcstats.com/fight-details/df2ed8b509fbdbdc,http://ufcstats.com/event-details/b8e2f10efb6eca85,DEC
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Ateba Gautier,Robert Valentin,Ateba Gautier,KO/TKOPunch,1,1:10,http://ufcstats.com/fight-details/72e477b41f44e358,http://ufcstats.com/event-details/b8e2f10efb6eca85,KO
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Welterweight,Islam Dulatov,Adam Fugitt,Islam Dulatov,KO/TKOPunch,1,4:06,http://ufcstats.com/fight-details/37bc72d5d211b189,http://ufcstats.com/event-details/b8e2f10efb6eca85,KO
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Light Heavyweight,Jimmy Crute,Marcin Prachnio,Jimmy Crute,SUBArmbar,1,4:42,http://ufcstats.com/fight-details/798652dbea086910,http://ufcstats.com/event-details/b8e2f10efb6eca85,SUB
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Heavyweight,Ryan Spann,Lukasz Brzeski,Ryan Spann,SUBGuillotine Choke,1,2:47,http://ufcstats.com/fight-details/182ee320edb1b5ed,http://ufcstats.com/event-details/b8e2f10efb6eca85,SUB
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Middleweight,Brunno Ferreira,Jackson McVey,Brunno Ferreira,SUBArmbar,1,3:35,http://ufcstats.com/fight-details/74099d470e8d2765,http://ufcstats.com/event-details/b8e2f10efb6eca85,SUB
UFC 318: Holloway vs. Poirier 3,"July 26, 2025",Women's Flyweight,Carli Judice,Nicolle Caliari,Carli Judice,KO/TKOKnee,3,1:30,http://ufcstats.com/fight-details/a602c68147b752b2,http://ufcstats.com/event-details/b8e2f10efb6eca85,KO
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Heavyweight,Derrick Lewis,Tallison Teixeira,Derrick Lewis,KO/TKOPunches,1,0:35,http://ufcstats.com/fight-details/0adfc21045c02555,http://ufcstats.com/event-details/7b03d9df5910917d,KO
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Welterweight,Gabriel Bonfim,Stephen Thompson,Gabriel Bonfim,S-DEC,3,5:00,http://ufcstats.com/fight-details/2a03bc4c491b4c9a,http://ufcstats.com/event-details/7b03d9df5910917d,DEC
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Featherweight,Steve Garcia,Calvin Kattar,Steve Garcia,U-DEC,3,5:00,http://ufcstats.com/fight-details/f368475c366c6d85,http://ufcstats.com/event-details/7b03d9df5910917d,DEC
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Featherweight,Morgan Charriere,Nate Landwehr,Morgan Charriere,KO/TKOPunch,3,0:27,http://ufcstats.com/fight-details/4e5d4a36eaaa3a78,http://ufcstats.com/event-details/7b03d9df5910917d,KO
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Heavyweight,Vitor Petrino,Austen Lane,Vitor Petrino,SUBRear Naked Choke,1,4:16,http://ufcstats.com/fight-details/4b75d3b7738cb278,http://ufcstats.com/event-details/7b03d9df5910917d,SUB
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Light Heavyweight,Tuco Tokkos,Junior Tafa,Tuco Tokkos,SUBArm Triangle,2,4:25,http://ufcstats.com/fight-details/b19bf99c7eb796bc,http://ufcstats.com/event-details/7b03d9df5910917d,SUB
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Welterweight,Chris Curtis,Max Griffin,Chris Curtis,S-DEC,3,5:00,http://ufcstats.com/fight-details/236f811290163dca,http://ufcstats.com/event-details/7b03d9df5910917d,DEC
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Welterweight,Jake Matthews,Chidi Njokuani,Jake Matthews,SUBRear Naked Choke,1,1:09,http://ufcstats.com/fight-details/d5e3be7a07c48b08,http://ufcstats.com/event-details/7b03d9df5910917d,SUB
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Women's Flyweight,Eduarda Moura,Lauren Murphy,Eduarda Moura,U-DEC,3,5:00,http://ufcstats.com/fight-details/46bc1338a50cbeac,http://ufcstats.com/event-details/7b03d9df5910917d,DEC
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Heavyweight,Valter Walker,Kennedy Nzechukwu,Valter Walker,SUBHeel Hook,1,0:54,http://ufcstats.com/fight-details/5c650ae2193ab1bc,http://ufcstats.com/event-details/7b03d9df5910917d,SUB
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Lightweight,Mike Davis,Mitch Ramirez,Mike Davis,KO/TKOPunches,2,4:08,http://ufcstats.com/fight-details/7f33fbdc35afd721,http://ufcstats.com/event-details/7b03d9df5910917d,KO
UFC Fight Night: Lewis vs. Teixeira,"July 19, 2025",Women's Strawweight,Fatima Kline,Melissa Martinez,Fatima Kline,KO/TKOKick,3,2:36,http://ufcstats.com/fight-details/120d66cb0da0f3c3,http://ufcstats.com/event-details/7b03d9df5910917d,KO
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Lightweight,Ilia Topuria,Charles Oliveira,Ilia Topuria,KO/TKOPunch,1,2:27,http://ufcstats.com/fight-details/7a64d63e12618ba7,http://ufcstats.com/event-details/66766984842c13dc,KO
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Flyweight,Alexandre Pantoja,Kai Kara-France,Alexandre Pantoja,SUBRear Naked Choke,3,1:55,http://ufcstats.com/fight-details/8308464729ea7c40,http://ufcstats.com/event-details/66766984842c13dc,SUB
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Flyweight,Joshua Van,Brandon Royval,Joshua Van,U-DEC,3,5:00,http://ufcstats.com/fight-details/f722b96ae6862843,http://ufcstats.com/event-details/66766984842c13dc,DEC
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Lightweight,Beneil Dariush,Renato Moicano,Beneil Dariush,U-DEC,3,5:00,http://ufcstats.com/fight-details/1ea9ad3b6e1cba79,http://ufcstats.com/event-details/66766984842c13dc,DEC
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Bantamweight,Payton Talbott,Felipe Lima,Payton Talbott,U-DEC,3,5:00,http://ufcstats.com/fight-details/f6a3c78f15ff26c7,http://ufcstats.com/event-details/66766984842c13dc,DEC
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Middleweight,Gregory Rodrigues,Jack Hermansson,Gregory Rodrigues,KO/TKOPunch,1,4:21,http://ufcstats.com/fight-details/958522de54ccc536,http://ufcstats.com/event-details/66766984842c13dc,KO
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Featherweight,Jose Delgado,Hyder Amil,Jose Delgado,KO/TKOKnee,1,0:26,http://ufcstats.com/fight-details/2f523b757f7f33a2,http://ufcstats.com/event-details/66766984842c13dc,KO
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Women's Flyweight,Tracy Cortez,Viviane Araujo,Tracy Cortez,U-DEC,3,5:00,http://ufcstats.com/fight-details/815ff62ca8e217be,http://ufcstats.com/event-details/66766984842c13dc,DEC
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Lightweight,Terrance McKinney,Viacheslav Borshchev,Terrance McKinney,SUBGuillotine Choke,1,0:55,http://ufcstats.com/fight-details/d7be78c400e7e0f9,http://ufcstats.com/event-details/66766984842c13dc,SUB
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Welterweight,Jacobe Smith,Niko Price,Jacobe Smith,SUBRear Naked Choke,2,4:03,http://ufcstats.com/fight-details/9bff9fe298e63357,http://ufcstats.com/event-details/66766984842c13dc,SUB
UFC 317: Topuria vs. Oliveira,"July 12, 2025",Heavyweight,Jhonata Diniz,Alvin Hines,Jhonata Diniz,U-DEC,3,5:00,http://ufcstats.com/fight-details/043172689e415438,http://ufcstats.com/event-details/66766984842c13dc,DEC
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Light Heavyweight,Khalil Rountree Jr.,Jamahal Hill,Khalil Rountree Jr.,U-DEC,5,5:00,http://ufcstats.com/fight-details/03bc32bdb5a33496,http://ufcstats.com/event-details/400c7b43c86d27d3,DEC
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Lightweight,Rafael Fiziev,Ignacio Bahamondes,Rafael Fiziev,U-DEC,3,5:00,http://ufcstats.com/fight-details/a1afc16e21d1a807,http://ufcstats.com/event-details/400c7b43c86d27d3,DEC
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Heavyweight,Curtis Blaydes,Rizvan Kuniev,Curtis Blaydes,S-DEC,3,5:00,http://ufcstats.com/fight-details/8e5744c664fec3e9,http://ufcstats.com/event-details/400c7b43c86d27d3,DEC
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Catch Weight,Myktybek Orolbai,Tofiq Musayev,Myktybek Orolbai,SUBKimura,1,4:35,http://ufcstats.com/fight-details/36ec204f47e4d613,http://ufcstats.com/event-details/400c7b43c86d27d3,SUB
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Lightweight,Nazim Sadykhov,Nikolas Motta,Nazim Sadykhov,KO/TKOPunches,2,4:17,http://ufcstats.com/fight-details/7513a00037094075,http://ufcstats.com/event-details/400c7b43c86d27d3,KO
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Featherweight,Muhammad Naimov,Bogdan Grad,Muhammad Naimov,U-DEC,3,5:00,http://ufcstats.com/fight-details/19764211af05674c,http://ufcstats.com/event-details/400c7b43c86d27d3,DEC
UFC Fight Night: Hill vs. Rountree Jr.,"June 28, 2025",Welterweight,Seokhyeon Ko,Oban Elliott,Seokhyeon Ko,U-DEC,3,5:00,http://ufcstats.com/fight-details/e512b80bbaea36c2,http://ufcstats.com/event-details/400c7b43c86d27d3,DEC
