Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Lightweight,Jamie Mullarkey,Rolando Bedoya,Jamie Mullarkey,U-DEC,3,5:00,http://ufcstats.com/event-details/ed220e87bef0cc64,http://ufcstats.com/fight-details/e2dc4fb7b5c0ce76,DEC,False,False
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Bantamweight,Colby Thicknesse,Josias Musasa,Colby Thicknesse,U-DEC,3,5:00,http://ufcstats.com/event-details/ed220e87bef0cc64,http://ufcstats.com/fight-details/81127436605d3c88,DEC,False,False
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Women's Bantamweight,Michelle Montague,Luana Carolina,Michelle Montague,U-DEC,3,5:00,http://ufcstats.com/event-details/ed220e87bef0cc64,http://ufcstats.com/fight-details/44cd8c9f622e155f,DEC,False,False
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Heavyweight,Brando Pericic,Elisha Ellison,Brando Pericic,KO/TKOPunches,1,1:55,http://ufcstats.com/event-details/ed220e87bef0cc64,http://ufcstats.com/fight-details/140937779a2466a7,KO,False,False
UFC Fight Night: Ulberg vs. Reyes,"September 27, 2025",Women's Strawweight,Alexia Thainara,Loma Lookboonmee,Alexia Thainara,U-DEC,3,5:00,http://ufcstats.com/event-details/ed220e87bef0cc64,http://ufcstats.com/fight-details/e35f7504d83b8b07,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Featherweight,Diego Lopes,Jean Silva,Diego Lopes,KO/TKOPunches,2,4:48,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/de1a3734be60e6a1,KO,False,True
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Bantamweight,David Martinez,Rob Font,David Martinez,U-DEC,3,5:00,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/944b929130b23c2a,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Lightweight,Rafa Garcia,Jared Gordon,Rafa Garcia,KO/TKOElbows,3,2:27,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/7cbfeba85f86d1bf,KO,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Middleweight,Kelvin Gastelum,Dustin Stoltzfus,Kelvin Gastelum,U-DEC,3,5:00,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/114d2f6fcd3f6f00,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Lightweight,Alexander Hernandez,Diego Ferreira,Alexander Hernandez,KO/TKOPunches,2,3:46,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/202c47db69768356,KO,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Bantamweight,Santiago Luna,Quang Le,Santiago Luna,KO/TKOPunch,1,2:48,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/8a884a7930d75ca9,KO,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Middleweight,Dusko Todorovic,Jose Daniel Medina,Dusko Todorovic,SUBRear Naked Choke,1,4:21,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/07a378b257aad5a9,SUB,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Lightweight,Joaquim Silva,Claudio Puelles,Joaquim Silva,S-DEC,3,5:00,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/352839a03b428e74,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Women's Strawweight,Tatiana Suarez,Amanda Lemos,Tatiana Suarez,U-DEC,3,5:00,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/9474f64347aade7a,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Flyweight,Jesus Aguilar,Luis Gurule,Jesus Aguilar,U-DEC,3,5:00,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/3dc1a6335d890650,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Middleweight,Zach Reese,Sedriques Dumas,Draw,CNC,1,0:51,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/d822ebc7dbc6c259,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Flyweight,Alden Coria,Alessandro Costa,Alden Coria,KO/TKOPunches,3,0:47,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/a1e193425e716b42,KO,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Women's Bantamweight,Montse Rendon,Alice Pereira,Montse Rendon,S-DEC,3,5:00,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/c4a6174b0698652e,DEC,False,False
UFC Fight Night: Lopes vs. Silva,"September 13, 2025",Welterweight,Daniil Donchenko,Rodrigo Sezinando,Daniil Donchenko,KO/TKOPunches,1,4:27,http://ufcstats.com/event-details/5efaaf313b652dd7,http://ufcstats.com/fight-details/3dd2fde7bff79c51,KO,True,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Middleweight,Nassourdine Imavov,Caio Borralho,Nassourdine Imavov,U-DEC,5,5:00,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/5bcd8abf6da01dae,DEC,False,True
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Lightweight,Benoit Saint Denis,Mauricio Ruffy,Benoit Saint Denis,SUBRear Naked Choke,2,2:56,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/d14fea43712707f0,SUB,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Light Heavyweight,Modestas Bukauskas,Paul Craig,Modestas Bukauskas,KO/TKOElbow,1,5:00,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/0149e875b31e57f8,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Lightweight,Mason Jones,Bolaji Oki,Mason Jones,KO/TKOElbows,2,3:18,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/69b31593175f77ec,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Welterweight,Axel Sola,Rhys McKee,Axel Sola,KO/TKOPunch,3,2:02,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/a47123ae6e048f11,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Featherweight,William Gomis,Robert Ruchala,William Gomis,U-DEC,3,5:00,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/b53031bf4bd0a330,DEC,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Light Heavyweight,Oumar Sy,Brendson Ribeiro,Oumar Sy,KO/TKOPunches,1,4:42,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/4080b4310d82b42d,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Heavyweight,Ante Delija,Marcin Tybura,Ante Delija,KO/TKOPunches,1,2:03,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/23dbe713c4294c66,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Lightweight,Kaue Fernandes,Harry Hardwick,Kaue Fernandes,KO/TKOKick,1,3:21,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/5cd2dd6075fadcce,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Welterweight,Sam Patterson,Trey Waters,Sam Patterson,KO/TKOPunches,1,3:01,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/420211200a35c1d1,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Middleweight,Robert Bryczek,Brad Tavares,Robert Bryczek,KO/TKOPunches,3,1:43,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/b3253e2c2d111030,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Welterweight,Rinat Fakhretdinov,Andreas Gustafsson,Rinat Fakhretdinov,KO/TKOPunches,1,0:54,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/d56a59a4c79cf515,KO,False,False
UFC Fight Night: Imavov vs. Borralho,"September 06, 2025",Women's Strawweight,Sam Hughes,Shauna Bannon,Sam Hughes,SUBRear Naked Choke,2,1:58,http://ufcstats.com/event-details/6e380a4d73ab4f0e,http://ufcstats.com/fight-details/a38010639e61885c,SUB,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Light Heavyweight,Johnny Walker,Zhang Mingyang,Johnny Walker,KO/TKOPunches,2,2:37,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/2eecf0c36192e40c,KO,False,True
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Catch Weight,Aljamain Sterling,Brian Ortega,Aljamain Sterling,U-DEC,5,5:00,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/58080e8989927500,DEC,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Heavyweight,Sergei Pavlovich,Waldo Cortes Acosta,Sergei Pavlovich,U-DEC,3,5:00,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/5538d15c4eeac3b3,DEC,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Flyweight,Sumudaerji,Kevin Borjas,Sumudaerji,U-DEC,3,5:00,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/ce6bd165bef82bd7,DEC,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Welterweight,Taiyilake Nueraji,Kiefer Crosbie,Taiyilake Nueraji,KO/TKOElbows,1,3:33,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/1452c20d964c0a63,KO,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Lightweight,Gauge Young,Maheshate,Gauge Young,U-DEC,3,5:00,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/0b1460c666e66d39,DEC,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Flyweight,Charles Johnson,Lone'er Kavanagh,Charles Johnson,KO/TKOPunch,2,4:35,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/1ab1ed99a4bc5494,KO,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Lightweight,Rongzhu,Austin Hubbard,Rongzhu,U-DEC,3,5:00,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/f55749e32ce5c6f3,DEC,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Middleweight,Kyle Daukaus,Michel Pereira,Kyle Daukaus,KO/TKOElbows,1,0:43,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/130e622d4d2aee3e,KO,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Featherweight,Yizha,Westin Wilson,Yizha,KO/TKOPunches,1,0:37,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/f0b7caa90faf47e5,KO,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Bantamweight,SuYoung You,Xiao Long,SuYoung You,U-DEC,3,5:00,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/2f6065fe0804d1d8,DEC,False,False
UFC Fight Night: Walker vs. Zhang,"August 23, 2025",Light Heavyweight,Uran Satybaldiev,Diyar Nurgozhay,Uran Satybaldiev,SUBEzekiel Choke,1,2:45,http://ufcstats.com/event-details/754968e325d6f60d,http://ufcstats.com/fight-details/7fc5f1dc2df84ac7,SUB,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Middleweight,Khamzat Chimaev,Dricus Du Plessis,Khamzat Chimaev,U-DEC,5,5:00,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/12cedec11b37ddc0,DEC,True,True
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Featherweight,Lerone Murphy,Aaron Pico,Lerone Murphy,KO/TKOSpinning Back Elbow,1,3:21,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/9fa6a029f7f8241c,KO,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Welterweight,Carlos Prates,Geoff Neal,Carlos Prates,KO/TKOSpinning Back Elbow,1,4:59,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/42585ce706c086de,KO,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Middleweight,Michael Page,Jared Cannonier,Michael Page,U-DEC,3,5:00,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/9939d7073462e07e,DEC,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Flyweight,Tim Elliott,Kai Asakura,Tim Elliott,SUBGuillotine Choke,2,4:39,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/82338ba457fbe87f,SUB,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Middleweight,Baisangur Susurkaev,Eric Nolan,Baisangur Susurkaev,SUBRear Naked Choke,2,2:01,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/5efd13a12be06706,SUB,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Middleweight,Michal Oleksiejczuk,Gerald Meerschaert,Michal Oleksiejczuk,KO/TKOPunches,1,3:03,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/5b880d10b0ed7acc,KO,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Women's Strawweight,Loopy Godinez,Jessica Andrade,Loopy Godinez,U-DEC,3,5:00,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/a2eafd9e1d5031b1,DEC,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Lightweight,Alexander Hernandez,Chase Hooper,Alexander Hernandez,KO/TKOPunch,1,4:58,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/1d8dc0fb5d47357f,KO,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Lightweight,Drakkar Klose,Edson Barboza,Drakkar Klose,U-DEC,3,5:00,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/bc63f1b2e52f603e,DEC,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Women's Flyweight,Karine Silva,Dione Barbosa,Karine Silva,U-DEC,3,5:00,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/88020d22cf905792,DEC,False,False
UFC 319: Du Plessis vs. Chimaev,"August 16, 2025",Flyweight,Joseph Morales,Alibi Idiris,Joseph Morales,SUBTriangle Choke,2,3:04,http://ufcstats.com/event-details/421ccfc6ddb17958,http://ufcstats.com/fight-details/68c423c7119004f3,SUB,True,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Middleweight,Anthony Hernandez,Roman Dolidze,Anthony Hernandez,SUBRear Naked Choke,4,2:45,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/68fe62bac7fd8bb0,SUB,False,True
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Bantamweight,Steve Erceg,Ode Osbourne,Steve Erceg,U-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/37d58369782cb86b,DEC,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Women's Strawweight,Iasmin Lucindo,Angela Hill,Iasmin Lucindo,U-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/646c79a7ecd12e5f,DEC,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Featherweight,Andre Fili,Christian Rodriguez,Andre Fili,S-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/98d6771af9b0ebe5,DEC,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Bantamweight,Jean Matsumoto,Miles Johns,Jean Matsumoto,S-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/ed5383b50ffcdded,DEC,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Middleweight,Christian Leroy Duncan,Eryk Anders,Christian Leroy Duncan,KO/TKOPunches,1,3:53,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/75a84211f50c53f5,KO,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Light Heavyweight,Julius Walker,Rafael Cerquiera,Julius Walker,U-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/3d6571790c21527c,DEC,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Bantamweight,Elijah Smith,Toshiomi Kazama,Elijah Smith,KO/TKOSlam,1,4:10,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/ae7a8f19743e8154,KO,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Women's Bantamweight,Joselyne Edwards,Priscila Cachoeira,Joselyne Edwards,KO/TKOPunch,1,2:24,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/aef44145740741b3,KO,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Welterweight,Uros Medic,Gilbert Urbina,Uros Medic,KO/TKOPunch,1,1:03,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/7d923267c44dd93b,KO,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Women's Flyweight,Gabriella Fernandes,Julija Stoliarenko,Gabriella Fernandes,U-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/6ef50ed03b116b60,DEC,False,False
UFC Fight Night: Dolidze vs. Hernandez,"August 09, 2025",Light Heavyweight,Eric McConico,Cody Brundage,Eric McConico,S-DEC,3,5:00,http://ufcstats.com/event-details/6cd3dfc54f01287f,http://ufcstats.com/fight-details/857e8facd8ff7c36,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Flyweight,Tatsuro Taira,HyunSung Park,Tatsuro Taira,SUBNeck Crank,2,1:06,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/282c8c6c1ed82bfb,SUB,False,True
UFC Fight Night: Taira vs. Park,"August 02, 2025",Lightweight,Chris Duncan,Mateusz Rebecki,Chris Duncan,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/426a69e343822ab3,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Lightweight,Esteban Ribovics,Elves Brener,Esteban Ribovics,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/878941394f9e3538,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Women's Bantamweight,Karol Rosa,Nora Cornolle,Karol Rosa,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/c62ed8a6002b5360,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Welterweight,Neil Magny,Elizeu Zaleski dos Santos,Neil Magny,KO/TKOPunches,2,4:39,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/ac57250e3de89d5d,KO,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Featherweight,Kevin Vallejos,Danny Silva,Kevin Vallejos,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/111e66eb922449e4,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Bantamweight,Rinya Nakamura,Nathan Fletcher,Rinya Nakamura,KO/TKOKick,1,1:02,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/eeeffa7f514e0c0e,KO,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Middleweight,Rodolfo Vieira,Tresean Gore,Rodolfo Vieira,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/45781930d64da456,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Middleweight,Andrey Pulyaev,Nick Klein,Andrey Pulyaev,KO/TKOKick,2,1:31,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/b3c695728e177fd4,KO,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Featherweight,Austin Bashi,John Yannis,Austin Bashi,SUBRear Naked Choke,1,3:39,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/07c2af68b6dbc4ec,SUB,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Flyweight,Rafael Estevam,Felipe Bunes,Rafael Estevam,U-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/b47db03affb279c3,DEC,False,False
UFC Fight Night: Taira vs. Park,"August 02, 2025",Women's Strawweight,Piera Rodriguez,Ketlen Souza,Piera Rodriguez,S-DEC,3,5:00,http://ufcstats.com/event-details/f2c934689243fe4e,http://ufcstats.com/fight-details/d98d6b2c13557a87,DEC,False,False
UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025",Middleweight,Reinier de Ridder,Robert Whittaker,Reinier de Ridder,S-DEC,5,5:00,http://ufcstats.com/event-details/28d8638ea0a71908,http://ufcstats.com/fight-details/6b8be0ee3e569ad2,DEC,False,True
UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025",Bantamweight,Petr Yan,Marcus McGhee,Petr Yan,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908,http://ufcstats.com/fight-details/d4d4ee045b0ca695,DEC,False,False
UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025",Middleweight,Shara Magomedov,Marc-Andre Barriault,Shara Magomedov,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908,http://ufcstats.com/fight-details/582d66ce97309e29,DEC,False,False
UFC Fight Night: Whittaker vs. De Ridder,"July 26, 2025",Flyweight,Asu Almabayev,Jose Ochoa,Asu Almabayev,U-DEC,3,5:00,http://ufcstats.com/event-details/28d8638ea0a71908,http://ufcstats.com/fight-details/887c61da1a78a5e1,DEC,False,False
