Event,Date,Weight Class,Fighter 1,Fighter 2,Winner,Method,Round,Time,Event URL,Fight URL,method,Is_Title_Fight,Is_Main_Event
UFC 125: Resolution,"January 01, 2011",Middleweight,Brian Stann,Chris Leben,Brian Stann,KO/TKOKnee,1,3:37,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/075be81e3f92c2bf,KO,False,False
UFC 125: Resolution,"January 01, 2011",Light Heavyweight,Brandon Vera,Thiago Silva,Draw,Overturned,3,5:00,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/65b4d4be2d04bb34,DEC,False,False
UFC 125: Resolution,"January 01, 2011",Welterweight,Dong Hyun Kim,Nate Diaz,Dong Hyun Kim,U-DEC,3,5:00,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/de7eec13356baebe,DEC,False,False
UFC 125: Resolution,"January 01, 2011",Lightweight,Clay Guida,Takanori Gomi,Clay Guida,SUBGuillotine Choke,2,4:27,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/f327f8e59acfab1b,SUB,False,False
UFC 125: Resolution,"January 01, 2011",Lightweight,Jeremy Stephens,Marcus Davis,Jeremy Stephens,KO/TKOPunch,3,2:33,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/df42fd9af4740d24,KO,False,False
UFC 125: Resolution,"January 01, 2011",Featherweight,Dustin Poirier,Josh Grispi,Dustin Poirier,U-DEC,3,5:00,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/b13e3620949300c5,DEC,False,False
UFC 125: Resolution,"January 01, 2011",Middleweight,Brad Tavares,Phil Baroni,Brad Tavares,KO/TKOPunches,1,4:20,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/fbc7d73f7bf60b9c,KO,False,False
UFC 125: Resolution,"January 01, 2011",Featherweight,Diego Nunes,Mike Brown,Diego Nunes,S-DEC,3,5:00,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/965989097794b22b,DEC,False,False
UFC 125: Resolution,"January 01, 2011",Welterweight,Daniel Roberts,Greg Soto,Daniel Roberts,SUBKimura,1,3:45,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/33c8395139de7551,SUB,False,False
UFC 125: Resolution,"January 01, 2011",Lightweight,Jacob Volkmann,Antonio McKee,Jacob Volkmann,S-DEC,3,5:00,http://ufcstats.com/event-details/d1152823307d7e7c,http://ufcstats.com/fight-details/e7ace0544d5ab596,DEC,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Welterweight,Georges St-Pierre,Josh Koscheck,Georges St-Pierre,U-DEC,5,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/e87b5c403533b057,DEC,True,True
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Heavyweight,Stefan Struve,Sean McCorkle,Stefan Struve,KO/TKOPunches,1,3:55,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/ed6a02c8dcc6f922,KO,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Lightweight,Jim Miller,Charles Oliveira,Jim Miller,SUBKneebar,1,1:59,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/77785292d4df807c,SUB,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Lightweight,Mac Danzig,Joe Stevenson,Mac Danzig,KO/TKOPunch,1,1:54,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/ecc41acbd699812a,KO,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Welterweight,Thiago Alves,John Howard,Thiago Alves,U-DEC,3,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/f0d86420d88ca27b,DEC,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Middleweight,Dan Miller,Joe Doerksen,Dan Miller,S-DEC,3,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/ecc80630494d402a,DEC,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Lightweight,Mark Bocek,Dustin Hazelett,Mark Bocek,SUBTriangle Choke,1,2:33,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/94a3e3df3d28d8f0,SUB,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Middleweight,Jesse Bongfeldt,Rafael Natal,Draw,M-DEC,3,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/1de579eecc094c8b,DEC,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Welterweight,Sean Pierson,Matthew Riddle,Sean Pierson,U-DEC,3,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/37d988593cb5f14a,DEC,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Welterweight,Ricardo Almeida,TJ Grant,Ricardo Almeida,U-DEC,3,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/42a361f33cbb8d6f,DEC,False,False
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010",Lightweight,John Makdessi,Pat Audinwood,John Makdessi,U-DEC,3,5:00,http://ufcstats.com/event-details/132f860d02953f4c,http://ufcstats.com/fight-details/c4bbae7615545c85,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Lightweight,Jonathan Brookins,Michael Johnson,Jonathan Brookins,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/dca2a0eb4cd3deac,DEC,True,True
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Light Heavyweight,Stephan Bonnar,Igor Pokrajac,Stephan Bonnar,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/a2be3b3f9739d0af,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Middleweight,Demian Maia,Kendall Grove,Demian Maia,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/dee976dde74e7e05,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Welterweight,Rick Story,Johny Hendricks,Rick Story,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/dca074896265f816,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Featherweight,Leonard Garcia,Nam Phan,Leonard Garcia,S-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/6e574bd614afffd9,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Lightweight,Cody McKenzie,Aaron Wilkinson,Cody McKenzie,SUBGuillotine Choke,1,2:03,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/f5686732b85adafc,SUB,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Featherweight,Ian Loveland,Tyler Toner,Ian Loveland,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/ee85a66d86490f83,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Lightweight,Kyle Watson,Sako Chivitchian,Kyle Watson,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/a1b035662f43aae2,DEC,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Bantamweight,Nick Pace,Will Campuzano,Nick Pace,SUBPace/Pillory Choke,3,4:33,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/d2287a9cfb6b9b07,SUB,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Featherweight,Pablo Garza,Fredson Paixao,Pablo Garza,KO/TKOFlying Knee,1,0:51,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/7206d0aa1d53e518,KO,False,False
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010",Middleweight,David Branch,Rich Attonito,David Branch,U-DEC,3,5:00,http://ufcstats.com/event-details/5d7bdab5e03e3216,http://ufcstats.com/fight-details/3d16f99de58b9d0e,DEC,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Light Heavyweight,Quinton Jackson,Lyoto Machida,Quinton Jackson,S-DEC,3,5:00,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/47b690fb54f2eaf9,DEC,False,True
UFC 123: Rampage vs Machida,"November 20, 2010",Welterweight,BJ Penn,Matt Hughes,BJ Penn,KO/TKOPunch,1,0:21,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/552973c278f08fbb,KO,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Middleweight,Maiquel Falcao,Gerald Harris,Maiquel Falcao,U-DEC,3,5:00,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/256aacb8cb2c4289,DEC,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Light Heavyweight,Phil Davis,Tim Boetsch,Phil Davis,SUBKimura,2,2:55,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/71bcafd04decc8ce,SUB,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Lightweight,George Sotiropoulos,Joe Lauzon,George Sotiropoulos,SUBKimura,2,2:43,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/3e0301367e511512,SUB,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Welterweight,Brian Foster,Matt Brown,Brian Foster,SUBGuillotine Choke,2,2:11,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/15cae38f1326adfb,SUB,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Middleweight,Mark Munoz,Aaron Simpson,Mark Munoz,U-DEC,3,5:00,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/8d886fba9328269c,DEC,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Welterweight,Dennis Hallman,Karo Parisyan,Dennis Hallman,KO/TKOPunches,1,1:47,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/0ed093f6aaab94d3,KO,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Lightweight,Edson Barboza,Mike Lullo,Edson Barboza,KO/TKOKicks,3,0:26,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/8b87b341bcd130ee,KO,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Lightweight,Paul Kelly,TJ O'Brien,Paul Kelly,KO/TKOElbows,2,3:16,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/e76c3346ad9be24a,KO,False,False
UFC 123: Rampage vs Machida,"November 20, 2010",Lightweight,Nik Lentz,Tyson Griffin,Nik Lentz,S-DEC,3,5:00,http://ufcstats.com/event-details/dd992d569aaebee6,http://ufcstats.com/fight-details/83ea3c36a6f91cb8,DEC,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Middleweight,Yushin Okami,Nate Marquardt,Yushin Okami,U-DEC,3,5:00,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/fdb7377a34603e47,DEC,False,True
UFC 122: Marquardt vs Okami,"November 13, 2010",Lightweight,Dennis Siver,Andre Winner,Dennis Siver,SUBRear Naked Choke,1,3:37,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/6a32cabbcd9b1e42,SUB,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Welterweight,Amir Sadollah,Peter Sobotta,Amir Sadollah,U-DEC,3,5:00,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/82ad4eb50b3d7bd0,DEC,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Light Heavyweight,Krzysztof Soszynski,Goran Reljic,Krzysztof Soszynski,U-DEC,3,5:00,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/5e3f46e6f46d5a90,DEC,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Welterweight,Duane Ludwig,Nick Osipczak,Duane Ludwig,S-DEC,3,5:00,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/68b3222e977a6a11,DEC,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Light Heavyweight,Vladimir Matyushenko,Alexandre Ferreira,Vladimir Matyushenko,KO/TKOElbows,1,2:20,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/2a9755f4d43f3e2f,KO,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Welterweight,Pascal Krauss,Mark Scanlon,Pascal Krauss,U-DEC,3,5:00,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/d2ce61c578e67067,DEC,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Middleweight,Kyle Noke,Rob Kimmons,Kyle Noke,SUBRear Naked Choke,2,1:33,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/0a5d29e380f1e3e0,SUB,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Light Heavyweight,Karlos Vemola,Seth Petruzelli,Karlos Vemola,KO/TKOPunches,1,3:46,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/ebf204638524c377,KO,False,False
UFC 122: Marquardt vs Okami,"November 13, 2010",Welterweight,Carlos Eduardo Rocha,Kris McCray,Carlos Eduardo Rocha,SUBKneebar,1,2:21,http://ufcstats.com/event-details/0ff11cc094e887bc,http://ufcstats.com/fight-details/d87755257628de36,SUB,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Heavyweight,Cain Velasquez,Brock Lesnar,Cain Velasquez,KO/TKOPunches,1,4:12,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/8f301d4eb8e97449,KO,True,True
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Welterweight,Jake Shields,Martin Kampmann,Jake Shields,S-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/1a0b90c661fd603e,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Welterweight,Diego Sanchez,Paulo Thiago,Diego Sanchez,U-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/635763ab6b5f0bf0,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Light Heavyweight,Matt Hamill,Tito Ortiz,Matt Hamill,U-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/ec618a1214d4b171,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Heavyweight,Brendan Schaub,Gabriel Gonzaga,Brendan Schaub,U-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/8787d56f59bfb4c3,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Middleweight,Court McGee,Ryan Jensen,Court McGee,SUBArm Triangle,3,1:21,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/46c74829fb4c2dd5,SUB,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Middleweight,Tom Lawlor,Patrick Cote,Tom Lawlor,U-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/704e1351a64581ed,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Welterweight,Daniel Roberts,Mike Guymon,Daniel Roberts,SUBAnaconda Choke,1,1:13,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/f7e5e9fdcbff28b3,SUB,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Lightweight,Sam Stout,Paul Taylor,Sam Stout,S-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/95ca100d6bf829b2,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Middleweight,Chris Camozzi,Dongi Yang,Chris Camozzi,S-DEC,3,5:00,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/f817a161eb72e685,DEC,False,False
UFC 121: Lesnar vs Velasquez,"October 23, 2010",Heavyweight,Jon Madsen,Gilbert Yvel,Jon Madsen,KO/TKOPunches,1,1:48,http://ufcstats.com/event-details/afdb76fbd86f6d11,http://ufcstats.com/fight-details/9c354bd6ea1bf25a,KO,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Middleweight,Michael Bisping,Yoshihiro Akiyama,Michael Bisping,U-DEC,3,5:00,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/ab341b7bb01cdc89,DEC,False,True
UFC 120: Bisping vs Akiyama,"October 16, 2010",Welterweight,Carlos Condit,Dan Hardy,Carlos Condit,KO/TKOPunch,1,4:27,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/9984333d8933dd58,KO,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Welterweight,Mike Pyle,John Hathaway,Mike Pyle,U-DEC,3,5:00,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/a829493aa8d25e3c,DEC,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Heavyweight,Cheick Kongo,Travis Browne,Draw,U-DEC,3,5:00,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/00ecb8ea731e64d6,DEC,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Welterweight,Claude Patrick,James Wilks,Claude Patrick,U-DEC,3,5:00,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/2037295b161c8269,DEC,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Light Heavyweight,Alexander Gustafsson,Cyrille Diabate,Alexander Gustafsson,SUBRear Naked Choke,2,2:41,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/5014298453caf116,SUB,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Heavyweight,Rob Broughton,Vinicius Queiroz,Rob Broughton,SUBRear Naked Choke,3,1:43,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/9f2e58bf880157b2,SUB,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Lightweight,Paul Sass,Mark Holst,Paul Sass,SUBTriangle Choke,1,4:45,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/676f5091ce2c3c90,SUB,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Lightweight,Spencer Fisher,Curt Warburton,Spencer Fisher,U-DEC,3,5:00,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/62d4a918256c83e8,DEC,False,False
UFC 120: Bisping vs Akiyama,"October 16, 2010",Light Heavyweight,Fabio Maldonado,James McSweeney,Fabio Maldonado,KO/TKOPunches,3,0:48,http://ufcstats.com/event-details/d512d9f204059f57,http://ufcstats.com/fight-details/8c8d46d89bf899e8,KO,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Heavyweight,Frank Mir,Mirko Filipovic,Frank Mir,KO/TKOKnee,3,4:02,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/301b145c186635de,KO,False,True
UFC 119: Mir vs Cro Cop,"September 25, 2010",Light Heavyweight,Ryan Bader,Rogerio Nogueira,Ryan Bader,U-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/7e3679992f2c6ff6,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Welterweight,Chris Lytle,Matt Serra,Chris Lytle,U-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/5b986cd7289a0884,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Lightweight,Sean Sherk,Evan Dunham,Sean Sherk,S-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/81b5e933186a685a,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Lightweight,Melvin Guillard,Jeremy Stephens,Melvin Guillard,S-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/8e2e14693e04bf45,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Middleweight,CB Dollaway,Joe Doerksen,CB Dollaway,SUBGuillotine Choke,1,2:13,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/1733594124569598,SUB,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Heavyweight,Matt Mitrione,Joey Beltran,Matt Mitrione,U-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/b2717e8f7e7a196f,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Lightweight,Thiago Tavares,Pat Audinwood,Thiago Tavares,SUBGuillotine Choke,1,3:47,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/c22d25f1febd8d09,SUB,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Lightweight,Waylon Lowe,Steve Lopez,Waylon Lowe,S-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/b30bb2ba5b68a180,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Welterweight,TJ Grant,Julio Paulino,TJ Grant,U-DEC,3,5:00,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/a8b22e990cba6144,DEC,False,False
UFC 119: Mir vs Cro Cop,"September 25, 2010",Heavyweight,Sean McCorkle,Mark Hunt,Sean McCorkle,SUBStraight Armbar,1,1:03,http://ufcstats.com/event-details/ad32471f01e7b1a5,http://ufcstats.com/fight-details/bd057764cb51f065,SUB,False,False
