Fighter,Elo,Last_Fight,Weight Class,Is_Champion,Title_Defenses,Is_Former_Champion,Status,Record
Alexandr Romanov,826.1898259976823,2024-11-02,Heavyweight,False,0,False,,7-3-0
Trey Ogden,825.6596160214999,2025-01-11,Lightweight,False,0,False,,3-3-1
Damir Hadzovic,825.658420668414,2025-02-01,Lightweight,False,0,False,,4-6-0
Tyson Pedro,825.1868582962088,2024-03-02,Light Heavyweight,False,0,False,,6-5-0
Julian Marquez,824.940649864993,2025-03-01,Middleweight,False,0,False,,3-5-0
Volkan Oezdemir,824.7353528369804,2024-11-23,Light Heavyweight,False,0,False,,8-7-0
Istela Nunes,821.205897964472,2025-04-05,Women's Strawweight,False,0,False,,0-5-0
Josefine Knutsson,818.179600405463,2024-12-14,Women's Strawweight,False,0,False,,2-1-0
Bryan Barberena,817.2755298557046,2024-03-16,Middleweight,False,0,False,,9-10-0
Natan Levy,816.9448471993048,2024-03-16,Lightweight,False,0,False,,2-2-0
Viktoriia Dudakova,815.0397111388929,2025-01-11,Women's Strawweight,False,0,False,,2-2-0
Billy Quarantillo,814.9946914301139,2024-12-14,Featherweight,False,0,False,,6-5-0
Andrea Lee,813.3708074674313,2025-03-01,Women's Flyweight,False,0,False,,5-9-0
Dylan Budka,811.7853736457375,2025-02-15,Middleweight,False,0,False,,0-3-0
Ricky Turcios,811.6284059608005,2025-01-18,Bantamweight,False,0,False,,2-3-0
Maryna Moroz,811.3279479086582,2024-03-09,Women's Flyweight,False,0,False,,6-6-0
Dan Hooker,810.0306530144537,2024-08-17,Lightweight,False,0,False,,14-8-0
Phil Hawes,809.644720044074,2024-01-13,Middleweight,False,0,False,,4-4-0
Lucas Alexander,809.5109486730654,2025-02-01,Featherweight,False,0,False,,1-3-0
Fernando Padilla,807.416828326913,2024-12-14,Featherweight,False,0,False,,2-2-0
Arnold Allen,807.3248829860736,2024-07-27,Featherweight,False,0,False,,11-2-0
Stephanie Egger,807.3200097456568,2023-12-09,Women's Bantamweight,False,0,False,,3-4-0
Igor Severino,803.5999999999999,2024-03-23,Flyweight,False,0,False,,0-1-0
Preston Parsons,803.4340782214005,2025-01-11,Welterweight,False,0,False,,2-4-0
Pete Rodriguez,803.4263902969118,2024-02-03,Welterweight,False,0,False,,1-2-0
Cristian Quinonez,803.297665196611,2024-02-24,Bantamweight,False,0,False,,1-2-0
Luis Pajuelo,802.9918169567155,2024-03-23,Featherweight,False,0,False,,0-1-0
Angel Pacheco,802.6268111168147,2024-03-30,Bantamweight,False,0,False,,0-1-0
Devin Clark,801.8424322346997,2024-02-10,Light Heavyweight,False,0,False,,8-9-0
Abdul-Kareem Al-Selwady,801.8335339150188,2024-03-02,Lightweight,False,0,False,,0-1-0
Jack Shore,801.6925207972753,2024-11-02,Featherweight,False,0,False,,6-3-0
Abdul Razak Alhassan,800.4862760054808,2025-01-11,Middleweight,False,0,False,,6-7-1
Blake Bilder,800.0677680186933,2024-02-03,Featherweight,False,0,False,,1-2-0
Jose Johnson,799.161945026906,2025-01-11,Flyweight,False,0,False,,1-3-0
Gabriel Benitez,798.6632977469851,2024-04-27,Lightweight,False,0,False,,7-8-0
Taylor Lapilus,797.5968393168815,2024-09-28,Bantamweight,False,0,False,,6-2-0
Christos Giagos,796.2670109785017,2024-04-06,Lightweight,False,0,False,,6-8-0
Song Kenan,793.5063826661163,2024-11-23,Welterweight,False,0,False,,6-5-0
AJ Dobson,790.4844510142048,2024-03-23,Middleweight,False,0,False,,1-3-0
Landon Quinones,790.4770184053804,2024-02-03,Lightweight,False,0,False,,0-2-0
Muhammad Mokaev,789.1478097013272,2024-07-27,Flyweight,False,0,False,,7-0-0
Val Woodburn,788.8220553835406,2024-02-17,Welterweight,False,0,False,,0-2-0
Erik Silva,787.8545329588624,2024-02-24,Featherweight,False,0,False,,0-2-0
Damon Jackson,787.4404605286257,2024-11-16,Lightweight,False,0,False,,6-6-2
Matheus Nicolau,787.3068967230124,2024-10-19,Flyweight,False,0,False,,7-4-0
Marnic Mann,787.2993207038809,2024-04-27,Women's Strawweight,False,0,False,,0-2-0
Claudio Ribeiro,786.5675954975666,2024-03-02,Middleweight,False,0,False,,1-3-0
Michal Figlak,786.5602508395764,2024-04-27,Lightweight,False,0,False,,0-2-0
Ottman Azaitar,786.523266933632,2024-12-14,Lightweight,False,0,False,,2-3-0
Nick Aguirre,785.8440325766613,2023-11-18,Bantamweight,False,0,False,,0-2-0
Yohan Lainesse,785.4382321621227,2024-01-20,Welterweight,False,0,False,,1-3-0
Pedro Munhoz,785.1295580351623,2024-11-02,Bantamweight,False,0,False,,10-10-2
Rodrigo Nascimento,783.7422571432769,2024-11-02,Heavyweight,False,0,False,,4-3-1
Zac Pauga,783.3052065590045,2024-02-10,Light Heavyweight,False,0,False,,1-3-0
Wellington Turman,783.2797957660229,2023-12-02,Welterweight,False,0,False,,3-6-0
Clay Guida,779.4565308951746,2024-12-07,Lightweight,False,0,False,,18-19-0
Ihor Potieria,779.322448032862,2025-01-11,Middleweight,False,0,False,,2-6-0
Irene Aldana,777.9437451879966,2024-09-14,Women's Bantamweight,False,0,False,,8-6-0
Tony Ferguson,777.0159815916167,2024-08-03,Welterweight,False,0,True,Former Champion,15-9-0
Mateus Mendonca,776.659878153955,2024-02-24,Flyweight,False,0,False,,0-3-0
Malcolm Gordon,775.3321862243577,2024-01-20,Flyweight,False,0,False,,2-5-0
Bassil Hafez,773.7164742391781,2024-11-16,Welterweight,False,0,False,,1-2-0
Kron Gracie,773.2983551325401,2024-12-07,Featherweight,False,0,False,,1-3-0
Josh Parisian,772.1653142752616,2024-03-09,Heavyweight,False,0,False,,2-5-0
Jonathan Pearce,772.1039289062991,2024-10-12,Featherweight,False,0,False,,5-4-0
Nyamjargal Tumendemberel,772.0749000944143,2024-11-23,Flyweight,False,0,False,,0-1-0
Shannon Ross,771.9076004048135,2023-12-09,Flyweight,False,0,False,,0-3-0
Denys Bondar,771.4146741236094,2024-02-24,Flyweight,False,0,False,,0-3-0
Cody Haddon,769.6931142971935,2024-10-12,Bantamweight,False,0,False,,1-0-0
Victor Hugo,769.1897235225424,2024-10-26,Featherweight,False,0,False,,1-1-0
Cody Stamann,766.7329097514527,2024-11-09,Bantamweight,False,0,False,,7-7-1
Zachary Scroggin,766.3243959340267,2024-11-09,Welterweight,False,0,False,,0-1-0
Baergeng Jieleyisi,762.9545755130285,2024-11-23,Bantamweight,False,0,False,,0-1-0
Trevin Giles,762.4647173768976,2024-11-02,Welterweight,False,0,False,,7-7-0
Kiru Sahota,762.173474137891,2024-11-23,Flyweight,False,0,False,,0-1-0
Anton Turkalj,761.0119146719383,2024-03-30,Light Heavyweight,False,0,False,,0-4-0
Feng Xiaocan,760.3509042625705,2024-11-23,Women's Strawweight,False,0,False,,0-1-0
Li Jingliang,760.1885704292325,2024-08-17,Welterweight,False,0,False,,11-7-0
Matthew Semelsberger,759.5197784863387,2024-11-09,Welterweight,False,0,False,,5-6-0
Ovince Saint Preux,758.8534850245603,2024-10-05,Light Heavyweight,False,0,False,,15-13-0
Fernie Garcia,758.1159998213238,2024-02-10,Featherweight,False,0,False,,0-4-0
Garrett Armfield,754.3790720600324,2024-11-02,Bantamweight,False,0,False,,2-3-0
Mickey Gall,753.8301211343855,2024-11-16,Welterweight,False,0,False,,6-7-0
Chad Anheliger,753.684666697407,2024-11-02,Bantamweight,False,0,False,,2-3-0
Liang Na,753.0067890073312,2024-04-27,Women's Flyweight,False,0,False,,0-4-0
Cory McKenna,751.191775007532,2024-10-12,Women's Strawweight,False,0,False,,3-3-0
Casey O'Neill,748.2354064499441,2024-08-17,Women's Flyweight,False,0,False,,5-2-0
Jake Hadley,747.6759966417189,2024-10-19,Bantamweight,False,0,False,,3-4-0
Antonio Trocoli,746.5802474370786,2024-11-09,Middleweight,False,0,False,,0-2-0
Jamie Pickett,744.5751740208035,2024-03-02,Middleweight,False,0,False,,2-7-0
Robelis Despaigne,743.7584065300209,2024-10-19,Heavyweight,False,0,False,,1-2-0
Yazmin Jauregui,742.9398590803617,2024-09-14,Women's Strawweight,False,0,False,,3-2-0
Tim Means,739.4525170754121,2024-10-05,Welterweight,False,0,False,,15-14-1
James Llontop,739.0065029029704,2024-11-16,Catch Weight,False,0,False,,0-3-0
Sean Sharaf,737.8708579569002,2024-10-12,Heavyweight,False,0,False,,0-1-0
Daniel Lacerda,735.0769304534609,2024-02-24,Flyweight,False,0,False,,0-5-1
Da Woon Jung,734.8401759542932,2024-09-28,Light Heavyweight,False,0,False,,4-4-1
Karl Williams,730.8129905203508,2024-08-10,Heavyweight,False,0,False,,3-1-0
Daniel Pineda,729.2629126466771,2024-10-19,Featherweight,False,0,False,,5-8-1
Caio Machado,727.5767448787956,2024-11-02,Light Heavyweight,False,0,False,,0-3-0
Tamires Vidal,726.8949433644133,2024-10-19,Women's Bantamweight,False,0,False,,1-3-0
Roosevelt Roberts,725.062645752881,2024-09-28,Lightweight,False,0,False,,4-5-1
Jared Gooden,724.9192258940463,2024-10-12,Welterweight,False,0,False,,2-5-0
Tai Tuivasa,721.4867714089834,2024-08-17,Heavyweight,False,0,False,,8-8-0
Jessica Penne,715.8745923780307,2024-10-19,Women's Strawweight,False,0,False,,3-6-0
Zygimantas Ramaska,714.4476095399176,2024-09-07,Featherweight,False,0,False,,0-1-0
Dan Argueta,714.4201064503864,2024-10-12,Bantamweight,False,0,False,,1-3-2
Andrei Arlovski,714.1700767047213,2024-06-29,Heavyweight,False,0,True,Former Champion,23-18-1
Trevor Peek,714.0191361564182,2024-09-07,Lightweight,False,0,False,,2-3-0
Victor Altamirano,713.403357221273,2024-09-28,Flyweight,False,0,False,,2-4-0
Nate Maness,707.2848531696884,2024-06-15,Flyweight,False,0,False,,5-2-0
Brendon Marotte,701.1644531299157,2024-09-07,Featherweight,False,0,False,,0-2-0
Brady Hiestand,700.8794286986117,2024-06-15,Bantamweight,False,0,False,,3-1-0
Pannie Kianzad,699.6724518106397,2024-08-10,Women's Bantamweight,False,0,False,,5-6-0
Kyung Ho Kang,699.0623497154003,2024-06-22,Bantamweight,False,0,False,,8-5-1
Josh Culibao,699.0057699893134,2024-08-17,Featherweight,False,0,False,,3-4-1
Alex Perez,697.7650891751938,2024-06-15,Flyweight,False,0,False,,7-5-0
Bill Algeo,696.484459868975,2024-07-20,Featherweight,False,0,False,,5-5-0
Dennis Buzukja,695.5645533124083,2024-08-24,Lightweight,False,0,False,,1-3-0
Loik Radzhabov,694.3242677725439,2024-07-20,Lightweight,False,0,False,,2-2-0
Ricky Glenn,688.5726839341872,2024-08-17,Welterweight,False,0,False,,4-6-1
Douglas Silva de Andrade,688.0238558467765,2024-06-15,Bantamweight,False,0,False,,7-6-0
Warlley Alves,687.608935349542,2024-05-18,Middleweight,False,0,True,Former Champion,8-8-0
Jarno Errens,684.0081515413672,2024-08-10,Featherweight,False,0,False,,1-3-0
Herbert Burns,682.3544236957639,2024-08-17,Featherweight,False,0,False,,2-4-0
Victoria Leonardo,680.6021132331597,2024-08-24,Women's Flyweight,False,0,False,,1-4-0
Charalampos Grigoriou,677.757388178077,2024-08-10,Bantamweight,False,0,False,,0-2-0
Alex Reyes,676.5829813439277,2024-08-17,Lightweight,False,0,False,,0-3-0
Brian Kelleher,676.4143450444745,2024-07-20,Bantamweight,False,0,False,,8-9-0
Montana De La Rosa,671.8121956534632,2024-06-08,Women's Flyweight,False,0,False,,6-5-1
Melissa Gatto,667.6467477608409,2024-05-18,Women's Bantamweight,False,0,False,,3-2-0
Kaynan Kruschewsky,667.3294669563572,2024-07-20,Lightweight,False,0,False,,0-2-0
Josh Fremd,666.0534276440853,2024-07-13,Middleweight,False,0,False,,2-4-0
Mariya Agapova,662.4180803603809,2024-07-13,Women's Flyweight,False,0,False,,2-4-0
Shayilan Nuerdanbieke,661.5918883583441,2024-06-15,Featherweight,False,0,False,,3-3-0
Yanis Ghemmouri,657.0089740895532,2024-06-29,Bantamweight,False,0,False,,0-2-0
Denis Tiuliulin,655.959369188141,2024-08-03,Middleweight,False,0,False,,1-5-0
Miguel Baeza,654.7725225818243,2024-06-08,Welterweight,False,0,False,,3-4-0
Darrius Flowers,652.3530856094997,2024-07-13,Welterweight,False,0,False,,0-3-0
Michelle Waterson-Gomez,648.9219555934026,2024-06-29,Women's Strawweight,False,0,False,,6-9-0
Jesse Butler,646.1453849918984,2024-06-08,Bantamweight,False,0,False,,0-2-0
Josh Quinlan,642.511505772877,2024-06-15,Welterweight,False,0,False,,1-3-0
Emily Ducote,638.7339240735836,2024-05-18,Women's Strawweight,False,0,False,,2-3-0
Lucie Pudilova,637.3274181450553,2024-07-20,Women's Flyweight,False,0,False,,3-8-0
Kleydson Rodrigues,629.9450242572517,2024-05-18,Bantamweight,False,0,False,,1-3-0
Victor Martinez,626.9592901039337,2024-05-18,Lightweight,False,0,False,,0-2-0
Vinicius Salvador,618.3764470259091,2024-05-18,Bantamweight,False,0,False,,0-3-0
